name,surname,gender,region,allegiance
Mila,Targaryen,female,8,Bolton
Lara,Kaiser,female,3,Martell
Aylin,Martell,female,10,Martell
Florian,Hahn,male,2,Bolton
Ronja,König,female,3,Frey
Jannik,Schwarz,male,1,Bolton
Lea,Franke,female,1,Martell
Julian,Weiß,male,1,Stark
Ole,Beck,male,3,Tyrell
Dieter,Wagner,male,2,Martell
Romy,Bauer,female,1,Bolton
Lena,Haas,female,1,Baratheon
Jamie,Ebert,male,1,Arryn
Samuel,Winter,male,3,Stark
Annabell,Tyrell,female,10,Tyrell
Aaron,Lannister,male,10,Lannister
Mia,Frey,female,5,Frey
Elina,Ingerfurth,female,3,Lannister
Jasmin,Lehmann,female,1,Stark
Maila,Weiß,female,1,Frey
Linda,Engel,female,1,Lannister
Maila,Meyer,female,2,Lannister
Isabell,Fuchs,female,3,Bolton
David,Sauer,male,2,Lannister
Leonie,Lannister,female,10,Lannister
Maxim,Böhm,male,2,Greyjoy
Julia,Schulte,female,3,Tyrell
Oskar,Ilsner,male,2,Stark
Tim,Baratheon,male,7,Baratheon
Emily,Tyrell,female,10,Tyrell
Ann-Julie,Schubert,female,3,Lannister
Lukas,Graf,male,3,Lannister
Linda,Kühn,female,2,Martell
Felix,Ludwig,male,1,Martell
Leonie,Stark,female,5,Stark
Lukas,Ebert,male,3,Martell
Antonia,Baumann,female,2,Frey
Fiona,Neumann,female,2,Greyjoy
Lian,Neumann,male,2,Tyrell
Mattis,Baratheon,male,10,Baratheon
Toni,Krämer,male,2,Baratheon
Selina,Lannister,female,10,Martell
Artur,Weiß,male,1,Lannister
Rafael,Maier,male,2,Lannister
Lenny,Vogt,male,2,Lannister
Colin,Conrad,male,1,Frey
Benjamin,Martell,male,6,Martell
Levi,Böhm,male,3,Martell
Philipp,Neumann,male,2,Greyjoy
Lennard,Peters,male,2,Bolton
Damian,Greyjoy,male,4,Greyjoy
Linda,Bauer,female,2,Bolton
Emilia,Arryn,female,10,Arryn
Anton,Sommer,male,1,Martell
Gunter,Meyer,male,1,Greyjoy
Aylin,Bauer,female,1,Baratheon
Ole,Köhler,male,1,Lannister
Victoria,Winter,female,2,Targaryen
Malte,Vogt,male,2,Greyjoy
Lennox,Bolton,male,4,Bolton
Lukas,Pohl,male,2,Tyrell
Josephine,Maier,female,3,Frey
Karl,Peters,male,3,Tyrell
Vincent,Schultz,male,3,Martell
Marlene,Martin,female,3,Lannister
Erik,Friedrichs,male,2,Martell
Lian,Maier,male,3,Bolton
Sebastian,Tyrell,male,9,Baratheon
Fabian,Lannister,male,10,Lannister
Helene,Tyrell,female,6,Tyrell
Maila,Brandt,female,3,Targaryen
Daniel,Schwarz,male,2,Targaryen
Emilia,Winkler,female,3,Tyrell
Fiona,Kraus,female,2,Martell
Niklas,Lorenz,male,2,Bolton
Lukas,König,male,2,Targaryen
Zoey,Fischer,female,1,Tyrell
Samuel,Thoma,male,1,Baratheon
Anton,Roth,male,3,Stark
Levi,Wagner,male,2,Martell
Phil,Heinrich,male,2,Martell
Mika,Greyjoy,male,6,Greyjoy
Sebastian,Ingerfurth,male,2,Tyrell
Jule,Christ,female,1,Baratheon
Sophie,Möller,female,3,Martell
Elias,Braun,male,3,Tyrell
Jayden,Christ,male,3,Lannister
Pia,Lannister,female,9,Lannister
Emma,Martell,female,6,Martell
Paulina,Horn,female,1,Frey
Frieda,Bergmann,female,2,Martell
Jonathan,Tyrell,male,5,Tyrell
Niklas,Frey,male,9,Stark
Elisa,Schröder,female,3,Frey
Xaver,Baratheon,male,7,Baratheon
Alexander,Weiß,male,2,Martell
Mara,Martell,female,6,Martell
Isabella,Friedrichs,female,1,Lannister
Zoe,Lorenz,female,1,Targaryen
Isabell,Baumann,female,1,Martell
Ulrich,Walter,male,1,Lannister
Lukas,Ullrich,male,2,Tyrell
Bennet,Greyjoy,male,6,Greyjoy
Jonathan,Schmitz,male,3,Lannister
Lenny,Schmitt,male,2,Stark
Nora,Sommer,female,2,Greyjoy
Paula,Winter,female,2,Tyrell
Milan,Lannister,male,8,Arryn
Alina,Weiß,female,3,Greyjoy
Valentin,Böhm,male,1,Tyrell
Nora,Weiß,female,3,Greyjoy
Jana,Targaryen,female,8,Targaryen
Elina,Baratheon,female,8,Baratheon
Elias,Hoffmann,male,1,Martell
Milena,Arnold,female,1,Greyjoy
Kilian,Weiß,male,2,Stark
Rafael,Möller,male,3,Baratheon
Emil,Engel,male,3,Baratheon
Noah,Martell,male,10,Martell
Victoria,Lannister,female,9,Lannister
Lenny,Ilsner,male,2,Lannister
Vanessa,Winter,female,3,Lannister
Elina,Richter,female,3,Stark
Liam,Ziegler,male,2,Targaryen
Linus,Vogt,male,3,Bolton
Johanna,Tyrell,female,10,Tyrell
Isabella,Jäger,female,2,Stark
Marlon,Voigt,male,2,Frey
David,Teichmann,male,1,Martell
Yvonne,Nebert,female,1,Tyrell
Levin,Sauer,male,2,Stark
Linus,Neumann,male,2,Martell
Levi,Schumacher,male,3,Bolton
Levi,Baumann,male,3,Baratheon
Marlene,Orlowski,female,1,Frey
Florian,Berger,male,1,Greyjoy
Luca,Lannister,male,10,Lannister
Felix,Frey,male,5,Frey
Levin,Krämer,male,2,Targaryen
Lukas,Zimmermann,male,3,Stark
Romy,Vogt,female,3,Tyrell
Katharina,Schreiber,female,1,Lannister
Konstantin,Ilsner,male,3,Lannister
Wolfgang,Ebert,male,2,Martell
Karl,Bolton,male,6,Bolton
Lian,Baratheon,male,10,Baratheon
Joshua,Sauer,male,2,Lannister
Annika,Vogt,female,3,Lannister
Maximilian,Schmitt,male,2,Lannister
Nele,Martell,female,10,Lannister
Theo,Bauer,male,1,Bolton
Adrian,Thiele,male,1,Lannister
Tim,Lannister,male,7,Lannister
Colin,Schultz,male,2,Greyjoy
Doreen,Haas,female,3,Lannister
Thomas,Horn,male,2,Lannister
Emelie,Greyjoy,female,5,Arryn
Justus,Stein,male,2,Baratheon
Joshua,Dietrich,male,2,Greyjoy
Elisabeth,Christ,female,2,Frey
Luna,Lannister,female,10,Lannister
Merle,Lannister,female,9,Lannister
Mara,Lannister,female,6,Lannister
Damian,Winter,male,3,Greyjoy
Ella,Frey,female,4,Frey
Josephine,Sommer,female,1,Bolton
Josephine,Stark,female,5,Stark
Elisabeth,Schwarz,female,3,Martell
Lucy,Günther,female,1,Martell
Helene,Otto,female,2,Stark
Milena,Schultz,female,3,Lannister
Karl,Arnold,male,3,Lannister
Jule,Lorenz,female,3,Baratheon
Theresa,Frey,female,5,Frey
Isabella,Ilsner,female,2,Lannister
Mattis,Fuchs,male,3,Lannister
Jannik,Böhm,male,1,Tyrell
Josephine,Krüger,female,1,Targaryen
Celina,Werner,female,3,Lannister
Thomas,Arnold,male,2,Martell
Florian,Martin,male,2,Tyrell
Noel,Frey,male,9,Frey
Jolina,Jäger,female,2,Frey
Dieter,Kaiser,male,1,Targaryen
Ole,Martell,male,8,Martell
Carlotta,Pohl,female,2,Tyrell
Samira,Ullrich,female,2,Baratheon
Bruno,Kaiser,male,1,Greyjoy
Frieda,Schultz,female,2,Lannister
Wolfgang,Maier,male,1,Tyrell
Xenia,Martin,female,1,Baratheon
Noah,Lannister,male,7,Lannister
Wolfgang,Lannister,male,8,Bolton
Ben,Tyrell,male,9,Tyrell
Antonia,Albrecht,female,2,Martell
Lian,Schubert,male,3,Martell
Martin,Ebert,male,3,Bolton
Luisa,Zimmermann,female,3,Greyjoy
Lenny,Stark,male,4,Stark
Lennox,Christ,male,3,Greyjoy
Marie,Martell,female,4,Arryn
Mara,Beck,female,2,Targaryen
Samira,Hahn,female,1,Tyrell
Ulrike,Stark,female,9,Stark
Olivia,Lannister,female,5,Lannister
Anni,Richter,female,3,Tyrell
Ulrike,Baumann,female,2,Baratheon
Samira,Graf,female,3,Targaryen
Theresa,Keller,female,1,Frey
Theo,Pfeiffer,male,1,Lannister
Frieda,Heinrich,female,3,Greyjoy
Julian,Tyrell,male,8,Bolton
Emelie,Teichmann,female,3,Lannister
Lena,Engel,female,3,Frey
Thomas,Martin,male,2,Tyrell
Jona,Herrmann,male,3,Tyrell
Michael,Pfeiffer,male,2,Lannister
Julius,Sauer,male,3,Frey
Miriam,Dietrich,female,1,Frey
Bennet,Weiß,male,2,Lannister
Anni,Braun,female,1,Arryn
Jamie,Lannister,male,7,Lannister
Lian,Schäfer,male,3,Lannister
Toni,Hahn,male,3,Baratheon
Xenia,Simon,female,3,Lannister
Jonathan,Richter,male,3,Targaryen
Ulrich,Scholz,male,3,Greyjoy
Yasha,Stark,male,4,Stark
Jona,Greyjoy,male,10,Greyjoy
Timo,Schreiber,male,2,Tyrell
Theresa,Maier,female,2,Frey
Tobias,Wolf,male,2,Tyrell
Helena,Müller,female,3,Martell
Emily,Lehmann,female,2,Targaryen
Joshua,Lannister,male,7,Lannister
Elisa,Werner,female,3,Martell
Fabian,Targaryen,male,8,Targaryen
Aylin,Horn,female,2,Greyjoy
Emilia,Becker,female,1,Frey
Fabian,Graf,male,2,Martell
Milena,Ilsner,female,1,Tyrell
Lea,Baratheon,female,6,Baratheon
Eva,Ilsner,female,2,Targaryen
Jayden,Schmidt,male,3,Baratheon
Frieda,Becker,female,3,Baratheon
Benjamin,Lehmann,male,3,Martell
Pia,Beck,female,3,Bolton
Jason,Stark,male,8,Stark
Vanessa,Stark,female,10,Stark
Jan,Lannister,male,9,Lannister
Anna,Vogel,female,2,Tyrell
Julie,Groß,female,2,Frey
Vincent,Albrecht,male,3,Stark
Maila,Stark,female,9,Stark
Elena,Fischer,female,1,Baratheon
Lara,Brandt,female,1,Stark
Jannis,Ebert,male,1,Baratheon
Ingo,König,male,1,Lannister
Adrian,Christ,male,1,Bolton
Jamie,Scholz,male,2,Martell
Zoe,Krause,female,1,Tyrell
Christian,Lange,male,3,Stark
Sebastian,Schmitt,male,1,Stark
Thomas,Martell,male,9,Martell
Leni,Günther,female,2,Stark
Noah,Lannister,male,9,Lannister
Colin,Brandt,male,1,Lannister
Valentin,Lannister,male,7,Lannister
Jannis,Beck,male,3,Stark
Noel,Lange,male,3,Baratheon
Maila,Weiß,female,2,Bolton
Henry,Vogel,male,3,Lannister
Vincent,Bauer,male,3,Lannister
Samuel,Klein,male,3,Targaryen
Pia,Scholz,female,1,Arryn
Jonathan,Lange,male,1,Lannister
Daniel,Schneider,male,1,Stark
Annabell,Herrmann,female,1,Bolton
Niklas,Schultz,male,1,Lannister
Valentin,Scholz,male,1,Lannister
Mara,Targaryen,female,8,Targaryen
Leila,Friedrichs,female,1,Frey
Rafael,Christ,male,2,Greyjoy
Moritz,Werner,male,1,Martell
Hannah,Martell,female,6,Martell
Luis,Stark,male,6,Stark
Ida,Kaiser,female,2,Martell
Laura,Schreiber,female,3,Frey
Benjamin,Sommer,male,2,Arryn
Carlotta,Schwarz,female,1,Martell
John,Lannister,male,10,Lannister
Ingo,Schäfer,male,3,Lannister
Gunter,Franke,male,2,Bolton
John,Peters,male,2,Lannister
Ulrike,Baratheon,female,4,Baratheon
Laura,Arnold,female,3,Lannister
Emil,Möller,male,1,Lannister
Milan,Greyjoy,male,7,Greyjoy
Damian,Lannister,male,8,Lannister
Elina,Schmitz,female,3,Bolton
Sophie,Roth,female,2,Targaryen
Leila,Greyjoy,female,5,Greyjoy
Paulina,Fuchs,female,3,Frey
Ole,Beck,male,1,Lannister
Emil,Baratheon,male,4,Baratheon
Finn,Dietrich,male,1,Tyrell
Oliver,Herrmann,male,3,Martell
Dieter,Beck,male,2,Martell
Anni,Friedrichs,female,1,Lannister
Julian,Ingerfurth,male,2,Martell
Benedikt,Arryn,male,10,Arryn
Jannik,Thoma,male,2,Lannister
Samuel,Schneider,male,2,Greyjoy
Nico,Wagner,male,2,Martell
Julian,Thoma,male,3,Lannister
Malte,Frey,male,10,Frey
Emily,Hahn,female,1,Frey
Ben,Weiß,male,1,Targaryen
Ronja,Schumacher,female,2,Frey
Robin,Martell,male,8,Martell
Julius,Vogt,male,1,Frey
Miriam,Frey,female,6,Frey
Lotta,Becker,female,1,Tyrell
Milan,Arryn,male,10,Arryn
Dieter,Engel,male,1,Targaryen
Zoe,Schultz,female,2,Targaryen
Magdalena,Schwarz,female,2,Martell
Anna,Tyrell,female,9,Tyrell
Sarah,Kühn,female,2,Targaryen
Paul,Martell,male,8,Martell
Oskar,Ziegler,male,2,Tyrell
Johannes,Frey,male,4,Frey
Miriam,Ludwig,female,1,Baratheon
Max,Martell,male,8,Martell
Dominic,Voigt,male,3,Stark
Lukas,Meyer,male,1,Lannister
Ella,Lannister,female,6,Lannister
Pia,Stark,female,8,Stark
Nina,Weiß,female,1,Lannister
Justus,Busch,male,1,Targaryen
Damian,Weber,male,2,Frey
Mina,Lannister,female,8,Arryn
Nick,Winkler,male,3,Martell
Paula,Busch,female,1,Greyjoy
Vanessa,Krämer,female,2,Frey
Lena,Tyrell,female,8,Tyrell
Benjamin,Schröder,male,2,Frey
Elisabeth,Schneider,female,2,Martell
Greta,Martell,female,6,Martell
Jona,Schultz,male,2,Bolton
Adrian,Albrecht,male,2,Lannister
Katharina,Schumacher,female,1,Bolton
Linus,Lang,male,3,Frey
Amelie,Dietrich,female,1,Martell
Lena,Albrecht,female,3,Lannister
Mattis,Hoffmann,male,1,Lannister
Sofia,Werner,female,3,Greyjoy
Fiona,Vogt,female,2,Tyrell
Maja,Voigt,female,2,Lannister
Maja,Schreiber,female,3,Stark
Emma,Lannister,female,9,Lannister
Carla,Jung,female,3,Tyrell
Clara,Kuhn,female,1,Frey
Ida,Busch,female,1,Bolton
Liam,Ingerfurth,male,2,Baratheon
Lian,Horn,male,3,Tyrell
Anna,Koch,female,2,Lannister
Antonia,Krämer,female,1,Martell
Luisa,Arryn,female,6,Arryn
Wenke,Frank,female,2,Greyjoy
Bastian,Greyjoy,male,7,Greyjoy
Yvonne,Schulte,female,2,Lannister
Selina,Peters,female,1,Martell
Samuel,Zimmermann,male,2,Martell
Emma,Scholz,female,3,Lannister
Olivia,Stark,female,9,Stark
Lilly,Tyrell,female,10,Tyrell
Benjamin,Ludwig,male,1,Tyrell
Samuel,Graf,male,2,Martell
Elina,Pfeiffer,female,3,Frey
Martin,Stark,male,7,Stark
Victoria,Martell,female,6,Martell
Ben,Fuchs,male,2,Tyrell
Martin,Lorenz,male,3,Baratheon
Wolfgang,Krämer,male,2,Martell
Melissa,Franke,female,1,Tyrell
Jona,Frank,male,1,Martell
Martha,Rams,female,2,Arryn
Marlon,Simon,male,1,Frey
Doreen,Koch,female,2,Stark
Bruno,Neumann,male,3,Stark
Julia,Arryn,female,9,Arryn
Annika,Engel,female,1,Lannister
Lara,Nebert,female,2,Tyrell
Samira,Walter,female,1,Stark
Christian,Ebert,male,3,Lannister
Florian,Heinrich,male,3,Tyrell
Luisa,Herrmann,female,1,Stark
Nele,Meyer,female,3,Lannister
Levin,Lannister,male,10,Stark
Till,Martell,male,6,Arryn
Tim,Schröder,male,3,Baratheon
Matteo,Roth,male,3,Targaryen
Leila,Frey,female,5,Frey
Elisabeth,Scholz,female,2,Baratheon
Benedikt,Sommer,male,1,Martell
Elisa,Tyrell,female,8,Tyrell
Merle,Busch,female,3,Lannister
Chiara,Schubert,female,1,Lannister
Alexander,Hahn,male,1,Bolton
Maximilian,Heinrich,male,3,Tyrell
Victoria,Stark,female,9,Stark
Liam,Lannister,male,10,Lannister
Finn,Wagner,male,2,Tyrell
Leo,Weber,male,2,Baratheon
Mathilda,Schäfer,female,3,Greyjoy
Gunter,Seidel,male,3,Martell
Jonathan,Schwarz,male,2,Tyrell
Lucy,Greyjoy,female,8,Greyjoy
Martha,Huber,female,2,Baratheon
Katharina,Tyrell,female,10,Tyrell
Melissa,Wagner,female,1,Lannister
Ulrich,Jung,male,1,Stark
Lena,Hoffmann,female,1,Lannister
David,Schulze,male,1,Targaryen
Ben,Becker,male,3,Tyrell
Lina,Bolton,female,5,Bolton
Jamie,Tyrell,male,5,Tyrell
Yvonne,Baratheon,female,4,Baratheon
Isabell,Scholz,female,2,Arryn
Jan,Schmitt,male,3,Frey
Maria,Schmitz,female,1,Baratheon
Leon,Lorenz,male,1,Baratheon
Maximilian,Greyjoy,male,9,Greyjoy
Zoey,Baratheon,female,5,Baratheon
Timo,Tyrell,male,7,Tyrell
Jonas,Greyjoy,male,8,Greyjoy
Maila,Heinrich,female,1,Tyrell
Eva,Baratheon,female,6,Baratheon
Lennox,Dietrich,male,3,Tyrell
Justus,König,male,2,Arryn
Ingo,Jung,male,2,Tyrell
Aaron,Horn,male,2,Lannister
Leonie,Lannister,female,10,Lannister
Ole,Bergmann,male,3,Bolton
Mia,Baratheon,female,8,Baratheon
Lisa,Graf,female,1,Martell
Charlotte,Greyjoy,female,9,Greyjoy
Elisabeth,Scholz,female,3,Stark
Bennet,Braun,male,1,Baratheon
Vincent,Seidel,male,2,Baratheon
Ulrich,Dietrich,male,1,Martell
Bastian,Stark,male,8,Stark
Tobias,Frey,male,7,Frey
Christian,Christ,male,3,Stark
Gunter,Engel,male,2,Baratheon
Lukas,Groß,male,3,Martell
Miriam,Lannister,female,10,Lannister
Luna,Teichmann,female,1,Stark
Ulrike,Schumacher,female,3,Stark
Charlotte,Heinrich,female,3,Martell
Mila,Köhler,female,3,Stark
Anton,Baratheon,male,10,Baratheon
Ingo,Martell,male,9,Martell
Timo,Baratheon,male,5,Baratheon
Rafael,Lannister,male,5,Lannister
Benedikt,Lannister,male,10,Lannister
Mira,Schultz,female,2,Frey
Erik,Hartmann,male,3,Lannister
Damian,Winter,male,2,Tyrell
Mila,Targaryen,female,8,Targaryen
Timo,Frey,male,8,Frey
Anni,Voigt,female,1,Lannister
Robin,Lannister,male,10,Lannister
Fabian,Hahn,male,1,Targaryen
Maxim,Winter,male,1,Greyjoy
Nina,Tyrell,female,5,Martell
Johannes,Bolton,male,6,Bolton
Emily,Weber,female,1,Stark
Mathilda,Schmidt,female,2,Frey
Bastian,Döring,male,2,Martell
Hannes,Baratheon,male,5,Baratheon
Ulrich,Lannister,male,9,Lannister
David,Winkler,male,1,Martell
Jakob,Köhler,male,2,Stark
Sofia,Schulte,female,3,Lannister
Simon,Schmitt,male,2,Frey
Colin,Schmitt,male,3,Frey
Mira,Tyrell,female,10,Tyrell
Merle,Bergmann,female,3,Martell
Marlene,Schubert,female,1,Bolton
Xaver,Krämer,male,3,Greyjoy
Jayden,Bauer,male,1,Tyrell
Annabell,Martell,female,5,Martell
Laura,Otto,female,3,Baratheon
Linus,Seidel,male,2,Lannister
Samuel,Weber,male,2,Martell
Gabriel,Orlowski,male,3,Martell
Victoria,Lannister,female,7,Lannister
Justus,Lannister,male,5,Lannister
Elisa,Christ,female,2,Lannister
Paula,Schneider,female,3,Targaryen
Luisa,Baratheon,female,10,Baratheon
Leo,Becker,male,3,Martell
Phil,Otto,male,2,Lannister
Sam,Frey,male,6,Frey
Isabell,Brandt,female,2,Targaryen
Erik,Conrad,male,3,Lannister
Wenke,Greyjoy,female,4,Targaryen
Eva,Bergmann,female,3,Lannister
Joel,Pohl,male,3,Lannister
Carla,Kühn,female,3,Martell
Zoe,Frey,female,9,Frey
Nora,Schneider,female,2,Stark
Hannah,Neumann,female,2,Frey
Levin,Krämer,male,2,Lannister
Fiona,Schwarz,female,2,Greyjoy
Luise,Weiß,female,1,Frey
Emma,Kraus,female,1,Greyjoy
Helena,Seidel,female,3,Frey
Mathilda,Peters,female,2,Stark
Sophie,Lange,female,3,Baratheon
Nora,Stark,female,7,Stark
Pia,Ingerfurth,female,1,Martell
Ulrike,Martell,female,8,Martell
Nele,Baratheon,female,10,Baratheon
Melina,Graf,female,3,Tyrell
Dominic,Ludwig,male,2,Lannister
Lenny,Hartmann,male,2,Lannister
Ulrike,Scholz,female,3,Greyjoy
Emil,Hoffmann,male,2,Martell
Ingo,Frank,male,2,Martell
Sofia,Keller,female,1,Stark
Jonas,Tyrell,male,10,Tyrell
Felix,Lehmann,male,2,Arryn
Maximilian,Nebert,male,1,Lannister
Robert,Böhm,male,1,Lannister
Xaver,Winter,male,3,Bolton
Philipp,Walter,male,1,Stark
Helene,Zimmermann,female,1,Greyjoy
Jona,Ludwig,male,1,Frey
Gabriel,Kaiser,male,2,Tyrell
Jason,Busch,male,2,Martell
Eva,Schneider,female,1,Stark
Milena,Lannister,female,8,Lannister
Nico,Peters,male,2,Martell
Gunter,Schulze,male,1,Frey
Ingo,Frey,male,4,Frey
Bianca,Schäfer,female,1,Stark
Tom,Engel,male,3,Frey
Lena,Berger,female,1,Tyrell
Doreen,Bergmann,female,1,Tyrell
Milena,Schröder,female,2,Lannister
Konstantin,Martin,male,2,Stark
Sam,Frey,male,8,Frey
Colin,Berger,male,3,Targaryen
Hannes,Engel,male,3,Lannister
Elisa,Frey,female,10,Frey
Kilian,Vogel,male,3,Baratheon
Marlene,Lannister,female,6,Lannister
Jule,Brandt,female,1,Lannister
Maria,Stark,female,5,Stark
Mina,Sommer,female,1,Tyrell
Simon,Bauer,male,1,Lannister
Leni,Schultz,female,1,Lannister
Lena,Huber,female,1,Stark
Ronja,Martell,female,10,Martell
Lotta,Wolf,female,1,Greyjoy
Damian,Kraus,male,2,Lannister
Paula,Sommer,female,1,Lannister
Jamie,Köhler,male,3,Lannister
Sebastian,Kraus,male,2,Frey
Amelie,Bolton,female,5,Bolton
Phil,Krause,male,3,Baratheon
Timo,Schultz,male,2,Martell
Malte,Conrad,male,1,Martell
Adrian,Lannister,male,9,Lannister
Elena,Friedrichs,female,1,Frey
Eva,Winkler,female,2,Lannister
Vincent,Lannister,male,10,Lannister
Robert,Schäfer,male,3,Lannister
Dieter,Thoma,male,3,Martell
Konstantin,Krüger,male,1,Frey
Ulrike,Winter,female,2,Tyrell
Victoria,Kraus,female,1,Tyrell
Leila,Lannister,female,10,Lannister
Fabian,Müller,male,1,Tyrell
Jan,Lang,male,3,Martell
Johanna,Vogt,female,2,Targaryen
Elisa,Groß,female,3,Stark
Milan,Teichmann,male,3,Greyjoy
Celina,Frey,female,5,Frey
Leonard,Böhm,male,1,Bolton
Jule,Kuhn,female,1,Greyjoy
Maja,Martell,female,6,Bolton
Helena,Teichmann,female,3,Martell
Marie,Koch,female,1,Frey
Ole,Tyrell,male,10,Tyrell
Mira,Frey,female,4,Frey
Leo,Berger,male,1,Lannister
Matteo,Kühn,male,1,Martell
Henry,Tyrell,male,10,Tyrell
Emilia,Stark,female,9,Stark
Damian,Simon,male,3,Baratheon
Gabriel,Targaryen,male,10,Targaryen
Robin,Sommer,male,3,Baratheon
Robert,Groß,male,1,Lannister
Kilian,Winkler,male,3,Martell
Lotta,Maier,female,3,Greyjoy
Hannah,Möller,female,1,Bolton
Florian,Richter,male,3,Greyjoy
Tom,Lannister,male,6,Lannister
Samuel,Schreiber,male,1,Martell
Alexander,Lannister,male,6,Lannister
Lea,Böhm,female,2,Bolton
Thomas,Frey,male,7,Frey
Konstantin,Lannister,male,9,Lannister
Antonia,Arryn,female,10,Arryn
Yasha,Pfeiffer,male,3,Lannister
Robin,Martin,male,2,Baratheon
Benedikt,Fischer,male,2,Targaryen
Hannah,Lannister,female,10,Lannister
Lina,Frey,female,9,Frey
Leo,Arryn,male,10,Arryn
Ronja,Baratheon,female,8,Baratheon
Elias,Seidel,male,3,Stark
John,Günther,male,1,Frey
Karl,Lannister,male,9,Lannister
Zoey,Winkler,female,2,Frey
Damian,Martell,male,8,Martell
Anni,Pfeiffer,female,1,Martell
Lara,Stark,female,7,Stark
Eva,Martell,female,5,Martell
Lea,Tyrell,female,8,Martell
Lilly,Ludwig,female,3,Baratheon
John,Keller,male,2,Martell
Magdalena,Vogel,female,3,Lannister
Christian,Schreiber,male,3,Arryn
Leni,Vogt,female,2,Martell
Maximilian,Krüger,male,2,Frey
Victoria,Winkler,female,2,Martell
Finn,Ebert,male,3,Lannister
Jannis,Haas,male,1,Stark
Benedikt,Frey,male,10,Frey
Anni,Friedrichs,female,2,Stark
Zoey,Krause,female,2,Martell
Mika,Lannister,male,9,Lannister
Selina,Teichmann,female,3,Lannister
Karl,Baratheon,male,6,Baratheon
Toni,Lorenz,male,2,Martell
Melissa,Ullrich,female,3,Targaryen
Elisa,Ludwig,female,1,Stark
Romy,Bolton,female,5,Bolton
Bianca,Müller,female,2,Martell
Max,Tyrell,male,6,Tyrell
Oliver,Frank,male,1,Bolton
Jan,Stein,male,1,Stark
Elias,Conrad,male,3,Martell
Lina,Simon,female,1,Tyrell
Ida,Baumann,female,3,Stark
Franziska,Nebert,female,1,Stark
Erik,Martell,male,7,Martell
Johannes,Klein,male,1,Frey
Marlene,Simon,female,1,Tyrell
Josephine,Lang,female,2,Martell
Milan,Möller,male,1,Lannister
Jonas,Klein,male,3,Frey
Johannes,Brandt,male,1,Stark
Zoe,Martin,female,3,Lannister
Nele,Thiele,female,2,Stark
Leonie,Conrad,female,3,Greyjoy
Vincent,Engel,male,3,Tyrell
Gabriel,Martell,male,4,Martell
Lina,Tyrell,female,7,Tyrell
David,Lehmann,male,1,Lannister
Sam,Schmitt,male,2,Baratheon
Sebastian,Keller,male,1,Greyjoy
Toni,Herrmann,male,2,Baratheon
Florian,Wagner,male,2,Greyjoy
Julie,Franke,female,1,Bolton
Bruno,Targaryen,male,10,Targaryen
Thomas,Vogt,male,1,Martell
Chiara,Schmitz,female,1,Tyrell
Julian,Müller,male,1,Baratheon
Luis,Schäfer,male,2,Stark
Fabian,Vogel,male,2,Lannister
Lena,Martell,female,8,Martell
Sophie,Müller,female,1,Tyrell
Lennox,Baratheon,male,4,Arryn
Lena,Graf,female,1,Frey
Ida,Frey,female,5,Frey
Lennard,Schmitt,male,1,Frey
Sofia,Kraus,female,1,Frey
Linus,Teichmann,male,3,Martell
Lena,Frey,female,5,Frey
Toni,Tyrell,male,7,Tyrell
Leon,Conrad,male,3,Lannister
Damian,Arryn,male,10,Arryn
Samira,Lange,female,1,Baratheon
Oskar,Hartmann,male,1,Frey
Elena,Frey,female,5,Frey
Jakob,Groß,male,2,Lannister
Lisa,Fuchs,female,1,Martell
Liam,Keller,male,3,Tyrell
Lotta,Tyrell,female,6,Martell
Lennox,König,male,3,Bolton
Luis,Martell,male,10,Martell
Samira,Simon,female,3,Stark
Miriam,Peters,female,1,Martell
Linda,Krämer,female,1,Targaryen
Michael,Frey,male,5,Frey
Felix,Scholz,male,1,Frey
Anna,Kraus,female,2,Frey
Leon,Seidel,male,2,Lannister
Mattis,Dietrich,male,1,Lannister
Luise,Martin,female,3,Targaryen
Anni,Schulte,female,1,Tyrell
Leila,Baratheon,female,6,Baratheon
Lotta,Winter,female,3,Martell
Jannik,Orlowski,male,2,Stark
Helena,Neumann,female,1,Frey
Ole,Herrmann,male,3,Baratheon
Thomas,Schulze,male,2,Lannister
Paulina,Bolton,female,5,Bolton
Emily,Haas,female,2,Stark
Noel,Albrecht,male,2,Lannister
Philipp,Schulte,male,2,Stark
Clara,Stark,female,9,Stark
Ronja,Braun,female,3,Martell
Tim,Peters,male,1,Greyjoy
Jamie,Groß,male,2,Baratheon
Doreen,Tyrell,female,5,Martell
Philipp,Weber,male,1,Frey
Lennox,Stark,male,5,Stark
Luise,Ullrich,female,3,Greyjoy
Elias,Becker,male,3,Lannister
Zoe,Lannister,female,7,Lannister
Simon,Bergmann,male,2,Martell
Phil,Lannister,male,9,Lannister
Laura,Seidel,female,3,Frey
Aylin,Tyrell,female,10,Tyrell
Mila,Schreiber,female,1,Lannister
Robert,Baratheon,male,8,Baratheon
Lian,Kraus,male,2,Stark
Tom,Werner,male,3,Martell
Jakob,Ingerfurth,male,3,Stark
Helene,Winkler,female,3,Lannister
Jayden,Ziegler,male,3,Stark
Selina,Tyrell,female,8,Tyrell
John,Krüger,male,2,Bolton
Dieter,Herrmann,male,1,Frey
Nils,Hahn,male,3,Greyjoy
