charID,name,surname,allegiance
0785,Stanislava,Andras,Martell
0786,Konstantin,Andras,Martell
0787,Eugen,Tyrell,Tyrell
0788,Drahoslava,Greyjoy,Greyjoy
0789,Anna,Stastny,Lannister
0790,Juliana,Antal,Baratheon
0791,Lydia,Valachovic,Greyjoy
0792,Bronislava,Vlnka,Martell
0793,Maria,Huska,Lannister
0794,Dobroslav,Arryn,Arryn
0795,Amalia,Lannister,Greyjoy
0796,Antonia,Skriniar,Baratheon
0797,Natalia,Sokol,Martell
0798,Klaudia,Plesivec,Targaryen
0799,Berta,Jano,Stark
0800,Dorota,Vicen,Stark
0801,Ruzena,Korcak,Lannister
0802,Miloslav,Krupa,Greyjoy
0803,Rebeka,Turcok,Frey
0804,Alica,Rakovan,Lannister
0805,Branislava,Riha,Greyjoy
0806,Benjamin,Straka,Martell
0807,Bohumir,Krizan,Martell
0808,Berta,Lannister,Lannister
0809,Bystrik,Tyrell,Tyrell
0810,Bruno,Greyjoy,Tyrell
0811,Judita,Lannister,Lannister
0812,Rudolf,Vojtko,Lannister
0813,Anabela,Liska,Baratheon
0814,Dominika,Bednarik,Tyrell
0815,Blazena,Filc,Greyjoy
0816,Sofia,Veternik,Lannister
0817,Svetozar,Konrad,Tyrell
0818,Dionyz,Martell,Martell
0819,Bohus,Janik,Frey
0820,Ludmila,Bartos,Frey
0821,Miloslav,Stefanovic,Martell
0822,Filip,Sokol,Tyrell
0823,Jarolim,Lannister,Lannister
0824,Stanislav,Baratheon,Baratheon
0825,Demeter,Vicena,Lannister
0826,Aurelia,Lannister,Lannister
0827,Felix,Sokol,Martell
0828,Filip,Baratheon,Baratheon
0829,Rene,Malachovsky,Stark
0830,Zoja,Bartovic,Baratheon
0831,Klara,Stark,Stark
0832,Milena,Duris,Baratheon
0833,Kamila,Hoza,Baratheon
0834,Levoslav,Kuba,Stark
0835,Bohdana,Cibula,Lannister
0836,Regina,Vlna,Lannister
0837,Zofia,Lannister,Lannister
0838,Ambroz,Janik,Lannister
0839,Prokop,Vajda,Greyjoy
0840,Milada,Lannister,Lannister
0841,Denis,Vajda,Martell
0842,Julia,Baratheon,Baratheon
0843,Veronika,Stefanik,Frey
0844,Renata,Surka,Targaryen
0845,Ludomil,Kolar,Tyrell
0846,Maros,Stefanka,Lannister
0847,Augustin,Krajcovic,Greyjoy
0848,Karina,Janik,Tyrell
0849,Ema,Skriniar,Frey
0850,Romana,Bolton,Arryn
0851,Alfred,Visnovsky,Bolton
0852,Dominik,Svrbik,Frey
0853,Klaudia,Tyrell,Tyrell
0854,Nikola,Straka,Tyrell
0855,Milota,Sidlo,Targaryen
0856,Blanka,Jancek,Martell
0857,Levoslav,Baratheon,Baratheon
0858,Ondrej,Tyrell,Tyrell
0859,Demeter,Mensik,Baratheon
0860,Matus,Svrbik,Tyrell
0861,Oliver,Mlynarik,Tyrell
0862,Nina,Lukac,Greyjoy
0863,Alica,Michalica,Lannister
0864,Lenka,Michalica,Frey
0865,Frantisek,Targaryen,Targaryen
0866,Alzbeta,Vlnka,Lannister
0867,Julia,Filip,Lannister
0868,Jana,Vojtek,Baratheon
0869,Patricia,Visnovsky,Tyrell
0870,Henrieta,Dula,Baratheon
0871,Frederik,Michalka,Frey
0872,Tibor,Valachovic,Frey
0873,Marina,Vaska,Frey
0874,Emil,Slahor,Baratheon
0875,Jarolim,Martell,Martell
0876,Simona,Moravcik,Tyrell
0877,Urban,Riha,Tyrell
0878,Sofia,Tyrell,Tyrell
0879,Dalibor,Michalech,Lannister
0880,Oleg,Rakovan,Stark
0881,Lydia,Michalka,Tyrell
0882,Hugo,Lannister,Lannister
0883,Luboslav,Kozak,Martell
0884,Stefan,Visnovsky,Tyrell
0885,Jolana,Baratheon,Baratheon
0886,Lucia,Bruska,Lannister
0887,Koloman,Strba,Lannister
0888,Marianna,Majesky,Baratheon
0889,Denisa,Babka,Tyrell
0890,Tamara,Klizan,Martell
0891,Hugo,Baratheon,Baratheon
0892,Lesana,Matiasko,Stark
0893,Klement,Stark,Stark
0894,Daniela,Madej,Frey
0895,Livia,Urblik,Targaryen
0896,Silvia,Targaryen,Targaryen
0897,Oto,Stark,Stark
0898,Patrik,Hudacek,Tyrell
0899,Cecilia,Dvonc,Tyrell
0900,Fedor,Masarik,Baratheon
0901,Alzbeta,Husar,Tyrell
0902,Kristian,Hrmo,Martell
0903,Beata,Richtar,Tyrell
0904,Cyril,Hrdlicka,Lannister
0905,Pravoslav,Pauk,Lannister
0906,Vladislav,Svrbik,Stark
0907,Linda,Hus,Tyrell
0908,Adela,Simek,Tyrell
0909,Tomas,Bukovsky,Greyjoy
0910,Terezia,Liska,Greyjoy
0911,Vojtech,Vasko,Lannister
0912,Gertruda,Marek,Baratheon
0913,Silvia,Frey,Frey
0914,Zelmira,Koza,Baratheon
0915,Julia,Baso,Frey
0916,Vojtech,Chalupka,Martell
0917,Amalia,Milota,Tyrell
0918,Slavka,Kropilak,Martell
0919,Milos,Valuska,Stark
0920,Cyprian,Mihalik,Stark
0921,Nora,Baca,Stark
0922,Jozefina,Melicherik,Targaryen
0923,Tomas,Miklik,Tyrell
0924,Denis,Polak,Greyjoy
0925,Jela,Frey,Frey
0926,Vincent,Riska,Martell
0927,Igor,Huska,Greyjoy
0928,Maximilian,Rakovan,Lannister
0929,Dana,Vlach,Baratheon
0930,Rudolf,Konrad,Lannister
0931,Radoslav,Pavka,Bolton
0932,Liana,Stark,Stark
0933,Izabela,Richtar,Lannister
0934,Dusana,Uram,Tyrell
0935,Danica,Minac,Martell
0936,Lubos,Dvonc,Baratheon
0937,Brigita,Podhradsky,Greyjoy
0938,Vratko,Loj,Baratheon
0939,Lubica,Pesko,Lannister
0940,Maximilian,Lannister,Lannister
0941,Svetozar,Pesko,Lannister
0942,Bibiana,Baratheon,Baratheon
0943,Oto,Vlk,Baratheon
0944,Vavrinec,Dvonc,Tyrell
0945,Slava,Klizan,Greyjoy
0946,Cyprian,Vasko,Lannister
0947,Tadeas,Bahna,Bolton
0948,Erik,Martell,Martell
0949,Stela,Sulc,Baratheon
0950,Michaela,Pavuk,Lannister
0951,Eugen,Sulc,Lannister
0952,Roman,Tyrell,Tyrell
0953,Bohdana,Martell,Martell
0954,Marcel,Kollar,Lannister
0955,Levoslav,Lukac,Martell
0956,Alfonz,Kozacik,Tyrell
0957,Berta,Sykora,Frey
0958,Metod,Kubik,Lannister
0959,Bohuslav,Kozacik,Frey
0960,Aurelia,Dudok,Bolton
0961,Adolf,Mucha,Bolton
0962,Mikulas,Bartovic,Bolton
0963,Kazimir,Bahna,Martell
0964,Viktor,Kralik,Frey
0965,Tatiana,Marecek,Targaryen
0966,Nina,Svaby,Greyjoy
0967,Ursula,Pollak,Baratheon
0968,Slava,Madej,Lannister
0969,Milada,Frey,Frey
0970,Bohumir,Soltes,Martell
0971,Alojza,Melichercik,Baratheon
0972,Fedor,Pelikan,Targaryen
0973,Lubos,Capka,Tyrell
0974,Nina,Feldek,Stark
0975,Nora,Janka,Baratheon
0976,Jozefina,Targaryen,Bolton
0977,Svatopluk,Krizan,Targaryen
0978,Sona,Lannister,Lannister
0979,Alzbeta,Tyrell,Tyrell
0980,Lubos,Duris,Bolton
0981,Tibor,Huska,Baratheon
0982,Lubomira,Urblik,Lannister
0983,Ursula,Kozacik,Bolton
0984,Barbora,Richard,Greyjoy
0985,Jergus,Vlna,Lannister
0986,Petra,Skultety,Lannister
0987,Frantiska,Frey,Frey
0988,Agnesa,Bednar,Martell
0989,Drahoslav,Masar,Martell
0990,Radovan,Bolton,Bolton
0991,Tamara,Tyrell,Tyrell
0992,Laura,Mojzis,Frey
0993,Bozena,Pupak,Frey
0994,Bozidara,Hoza,Lannister
0995,Rozalia,Frey,Frey
0996,Valentina,Jano,Baratheon
0997,Oskar,Cesnak,Bolton
0998,Cecilia,Greyjoy,Greyjoy
0999,Oldrich,Bruska,Frey
1000,Luboslav,Martell,Martell
1001,Bradut,Popescu,Greyjoy
1002,Marioara,Angelescu,Targaryen
1003,Rozalia,Baratheon,Baratheon
1004,Nicoara,Greyjoy,Greyjoy
1005,Bogdan,Balceanu,Greyjoy
1006,Angel,Balceanu,Lannister
1007,Basarab,Baratheon,Baratheon
1008,Ciprian,Tariceanu,Tyrell
1009,Madalin,Puiu,Lannister
1010,Laurentia,Iordache,Martell
1011,Agripina,Tomoioaga,Stark
1012,Anca,Covaci,Bolton
1013,Luiza,Cimpoesu,Targaryen
1014,Arina,Brediceanu,Martell
1015,Daniela,Baratheon,Baratheon
1016,Dafina,Cimpeanu,Lannister
1017,Marinela,Iliescu,Martell
1018,Ladislau,Lannister,Lannister
1019,Florea,Averescu,Tyrell
1020,Astrid,Lannister,Lannister
1021,Valentina,Petrut,Frey
1022,Damian,Bolton,Bolton
1023,Henrieta,Draghiceanu,Tyrell
1024,Dinu,Penescu,Lannister
1025,Ozana,Basescu,Lannister
1026,Raluca,Esinencu,Greyjoy
1027,Cipriana,Barbu,Lannister
1028,Ileana,Chira,Greyjoy
1029,Simina,:azu,Stark
1030,Petronela,Murgoci,Martell
1031,Dafina,Ogararu,Targaryen
1032,Veta,Malcoci,Lannister
1033,Augustin,Stavarache,Martell
1034,Marcela,Argetoianu,Martell
1035,Aglaia,Rusca,Baratheon
1036,Pompilia,Iacobescu,Targaryen
1037,Emilia,Frey,Frey
1038,Cristina,Bercea,Baratheon
1039,Liviu,Martell,Martell
1040,Casanda,Tirle,Martell
1041,Filofteia,Lannister,Lannister
1042,Catalin,Padurean,Lannister
1043,Floriana,Stefanescu,Frey
1044,Flaviu,Botnaru,Frey
1045,Iasmina,Lannister,Greyjoy
1046,Violeta,Brancoveanu,Targaryen
1047,Razvan,Purcarete,Stark
1048,Laurentia,Paunescu,Bolton
1049,Iustinian,Dobrin,Stark
1050,Aristita,Motoc,Martell
1051,Dorel,Doicaru,Martell
1052,Eliana,Butnariu,Baratheon
1053,Vasilica,Malutan,Greyjoy
1054,Iuliana,Greyjoy,Greyjoy
1055,Alexantra,Lipatti,Lannister
1056,Eusatiu,Butoi,Martell
1057,Iulia,Chira,Tyrell
1058,Tamara,Becheru,Tyrell
1059,Giorgian,Piturca,Baratheon
1060,Dida,Fiscuteanu,Lannister
1061,Codruta,Baratheon,Baratheon
1062,Georgiana,Stolnici,Stark
1063,Marcela,Butoi,Frey
1064,Costache,Udrea,Tyrell
1065,Dora,Noica,Frey
1066,Romina,Stark,Stark
1067,Sinica,Greyjoy,Greyjoy
1068,Evelina,Martell,Martell
1069,Ancuta,Dogaru,Arryn
1070,Pompiliu,Honcescu,Baratheon
1071,Elodia,Bolton,Lannister
1072,Stefania,Baratheon,Baratheon
1073,Denisa,Morar,Baratheon
1074,Adelaida,Badescu,Lannister
1075,Edmond,Vacaroiu,Tyrell
1076,Iulia,Rapeanu,Stark
1077,Bianca,Cosmovici,Stark
1078,Carol,Mantog,Tyrell
1079,Roxelana,Frunda,Greyjoy
1080,Marta,Stark,Stark
1081,Iuliana,Radescu,Stark
1082,Constanta,Greyjoy,Greyjoy
1083,Sorin,Nicolau,Baratheon
1084,Lentin,Puscas,Greyjoy
1085,Carmina,Stolnici,Baratheon
1086,Antoniu,Becheru,Lannister
1087,Sofia,Benga,Baratheon
1088,Ariadna,Gojdu,Greyjoy
1089,Florentin,Lannister,Lannister
1090,Gheorghita,Firulescu,Baratheon
1091,Evelina,Tyrell,Tyrell
1092,Gregorian,Chelcea,Bolton
1093,Aleodor,Bujor,Lannister
1094,Ioan,Cornescu,Targaryen
1095,Marin,Baratheon,Baratheon
1096,Paraschiva,Halippa,Martell
1097,Viviana,Seciu,Baratheon
1098,Laura,Mota,Frey
1099,Alina,Eiade,Lannister
1100,Ieremia,Cozma,Tyrell
1101,Stefania,Bratu,Tyrell
1102,Tudorita,Lannister,Lannister
1103,Timea,Greyjoy,Greyjoy
1104,Vladimir,Rusca,Bolton
1105,Emanuela,Caranica,Frey
1106,Mugur,Breban,Lannister
1107,Carina,Barladeanu,Lannister
1108,Arina,Ungheanu,Greyjoy
1109,Vlaicu,Frey,Frey
1110,Antoaneta,Chihaia,Tyrell
1111,Madalin,Mazarachi,Martell
1112,Zeno,Baratheon,Baratheon
1113,Viviana,Tyrell,Tyrell
1114,Crin,David,Lannister
1115,Simona,Lannister,Lannister
1116,Octavian,Gusa,Bolton
1117,Ioan,Lannister,Lannister
1118,Petrut,Velescu,Tyrell
1119,Eremia,Targaryen,Targaryen
1120,Lelia,Lucescu,Martell
1121,Eva,Tyrell,Tyrell
1122,Mihnea,Buhus,Martell
1123,Lascar,Socolescu,Lannister
1124,Paulica,Tyrell,Tyrell
1125,Ianis,Ornea,Martell
1126,Petronela,Baghiu,Targaryen
1127,Ionela,Pascanu,Bolton
1128,Iolanda,Targaryen,Targaryen
1129,Narcis,Suceveanu,Frey
1130,Octavian,Corbea,Stark
1131,Catrinel,Croitor,Tyrell
1132,Cosmin,Burtea,Lannister
1133,Felix,Lannister,Lannister
1134,Alexandrina,David,Stark
1135,Aneta,Ungur,Bolton
1136,Luminita,Dragos,Lannister
1137,Coralia,Badea,Martell
1138,Ilie,Frey,Frey
1139,Ernest,Ciupe,Martell
1140,Dorina,Preoteasa,Frey
1141,Aleodor,Niculescu,Baratheon
1142,Monica,Catunean,Frey
1143,Lucian,Lupascu,Frey
1144,Stancu,Trasca,Tyrell
1145,Albert,Bunea,Lannister
1146,Marilena,Martell,Martell
1147,Cristea,Martell,Martell
1148,Atena,Targaryen,Targaryen
1149,Eleonora,Piturca,Martell
1150,Cecilia,Andries,Baratheon
1151,Mitrut,Buzdugan,Baratheon
1152,Luiza,Puiu,Stark
1153,Sava,Selmaru,Greyjoy
1154,Evelina,Catoiu,Martell
1155,Constantina,Lannister,Lannister
1156,Aurelia,Lannister,Lannister
1157,Nicodim,Dinescu,Frey
1158,Gelu,Mironescu,Frey
1159,Florica,Lannister,Lannister
1160,Visarion,Stoenescu,Frey
1161,Lorena,Todoran,Tyrell
1162,Niculina,Tyrell,Tyrell
1163,Profira,Paturica,Lannister
1164,Salomea,Braghis,Greyjoy
1165,Celia,Lipatti,Tyrell
1166,Rozalia,Targaryen,Targaryen
1167,Amedeu,Plesan,Lannister
1168,Severin,Cosmescu,Martell
1169,Theodor,Calinescu,Stark
1170,Anisoara,Buhus,Martell
1171,Amza,Laurian,Stark
1172,Sabin,Herlea,Greyjoy
1173,Victor,Afrom,Stark
1174,Ivan,Pirvu,Stark
1175,Sandu,Breban,Tyrell
1176,Gina,Bolton,Bolton
1177,Nicodim,Bolton,Frey
1178,Teona,Bolton,Bolton
1179,Iasmina,Popescu,Lannister
1180,Florian,Galatanu,Stark
1181,Alma,Oanca,Frey
1182,Iolanda,Mironescu,Martell
1183,Severin,Sechelariu,Targaryen
1184,Florea,Cioran,Baratheon
1185,Bianca,Niculescu,Lannister
1186,Angela,Argesanu,Tyrell
1187,Albert,Danescu,Tyrell
1188,Tatiana,Burtea,Martell
1189,Adela,Tyrell,Tyrell
1190,Astrid,Arnautu,Stark
1191,Petrica,Bodiul,Lannister
1192,Leopoldina,Rusca,Bolton
1193,Eva,Frey,Frey
1194,Ruxandra,Argesanu,Tyrell
1195,Pavel,Martell,Martell
1196,Flora,Schiopu,Greyjoy
1197,Vasilica,Bodiul,Lannister
1198,Aida,Ciocarlan,Frey
1199,Amedeu,Drumur,Greyjoy
1200,Anuta,Muresan,Frey
1201,Giorgiana,Lannister,Lannister
1202,Amedeu,Calinescu,Tyrell
1203,Mara,Martell,Martell
1204,Sandu,Lupea,Martell
1205,Tudosia,Irimescu,Stark
1206,Anca,Brates,Martell
1207,Aurelia,Birladeanu,Tyrell
1208,Zoe,Ispas,Frey
1209,Bernard,Targaryen,Targaryen
1210,Amalia,Caramitru,Lannister
1211,Ovidiu,Martell,Martell
1212,Nora,Greyjoy,Greyjoy
1213,Janeta,Parvulescu,Martell
1214,Nicusor,Martell,Martell
1215,Sorin,Antonescu,Baratheon
1216,Aurel,Murgoci,Lannister
1217,Ica,Frey,Frey
1218,Geta,Mortun,Targaryen
1219,Iacob,Gusatu,Lannister
1220,Corvin,Bodescu,Greyjoy
1221,Adelaida,Lannister,Lannister
1222,Aristide,Cornea,Frey
1223,Aurica,Magurean,Greyjoy
1224,Ludovic,Corbea,Frey
1225,Mariuca,Martell,Martell
1226,Madalin,Saulescu,Martell
1227,Mariana,Baratheon,Baratheon
1228,Noemi,Suceveanu,Greyjoy
1229,Lucretia,Sturdza,Lannister
1230,Raducu,Martell,Tyrell
1231,Doru,Astalos,Baratheon
1232,Maria,Saceanu,Baratheon
1233,Gina,Camataru,Targaryen
1234,Steluta,Frey,Frey
1235,Zamfir,Petrascu,Lannister
1236,Casian,Bonciu,Bolton
1237,Mona,Stanculescu,Stark
1238,Ioan,Lannister,Lannister
1239,Robertina,Ciortea,Greyjoy
1240,Benone,Toderas,Tyrell
1241,Melania,Spirescu,Frey
1242,Martin,Huidu,Targaryen
1243,Sonia,Burileanu,Bolton
1244,Raul,Caianu,Lannister
1245,Miron,Lannister,Lannister
1246,Anton,Timica,Martell
1247,Livia,Mazilu,Frey
1248,Corvin,Liiceanu,Lannister
1249,Ionica,Martell,Martell
1250,Nicolaie,Balceanu,Frey
1251,Ludmila,Piturca,Stark
1252,Emanuel,Tudorache,Lannister
1253,Catrina,Kiazim,Baratheon
1254,Maria,Afrom,Martell
1255,Carmen,Frey,Martell
1256,Cezar,Papacioc,Stark
1257,Nicolae,Targaryen,Targaryen
1258,Petru,Parvu,Stark
1259,Adrian,Ceausescu,Stark
1260,Flavia,Martell,Martell
1261,Niculina,Lannister,Lannister
1262,Madalin,Greyjoy,Lannister
1263,Stefana,Brediceanu,Tyrell
1264,Cantemir,Ungureanu,Martell
1265,Irina,Gruia,Targaryen
1266,Cristofor,Tenescu,Martell
1267,Olivia,Sturdza,Lannister
1268,Costache,Baratheon,Baratheon
1269,Iacob,Martell,Martell
1270,Ilinca,Malcoci,Tyrell
1271,Carolina,Rusescu,Greyjoy
1272,Isabela,Holda,Tyrell
1273,Marcu,Hurezeanu,Greyjoy
1274,Eftimie,Hodorogea,Stark
1275,Lili,Serb,Stark
1276,Dragos,Hodos,Lannister
1277,Marcheta,Lannister,Lannister
1278,Antim,Greyjoy,Greyjoy
1279,Frusina,Lannister,Lannister
1280,Iulian,Padurariu,Lannister
1281,Veniamin,Stark,Stark
1282,Cantemir,Firulescu,Targaryen
1283,Nora,Geaorgescu,Frey
1284,Julieta,Lazareanu,Baratheon
1285,Emanoil,Taranu,Baratheon
1286,Iustin,Dobrescu,Stark
1287,Lelia,Tapalaga,Frey
1288,Beatrice,Tabaras,Lannister
1289,Tania,Tyrell,Tyrell
1290,Cristea,Greyjoy,Greyjoy
1291,Elisabeta,Lepadatu,Stark
1292,Ariana,Seciu,Baratheon
1293,Relu,Calugareanu,Tyrell
1294,Eremia,Lannister,Lannister
1295,Nicodim,Ivanescu,Lannister
1296,Laurentia,Eiade,Martell
1297,Alexe,Vernescu,Stark
1298,Eric,Miclea,Tyrell
1299,Frusina,Frosin,Stark
1300,Razvan,Joldea,Martell
1301,Andreea,Valeanu,Baratheon
1302,Lucentiu,Valuta,Targaryen
1303,Petrisor,Tudan,Greyjoy
1304,Ramona,Adamescu,Baratheon
1305,Iancu,Cernat,Martell
1306,Adelaida,Gligor,Tyrell
1307,Miruna,Campeanu,Martell
1308,Eleonora,Lannister,Lannister
1309,Ion,Petrescu,Lannister
1310,Nidia,Bolton,Bolton
1311,Venera,Fagarasanu,Lannister
1312,Iasmina,Almasanu,Greyjoy
1313,Cipriana,Dediu,Lannister
1314,Veta,Mihaescu,Greyjoy
1315,Zenovia,Calugareanu,Tyrell
1316,Frusina,Corvin,Frey
1317,Floriana,Vacaroiu,Baratheon
1318,Iuliana,Lipatti,Stark
1319,Dana,Halippa,Lannister
1320,Alex,Iepureanu,Frey
1321,Sergiu,Tyrell,Tyrell
1322,Floriana,Raksi,Greyjoy
1323,Ozana,Caciulescu,Tyrell
1324,Gabriela,Toderas,Bolton
1325,Florin,Barcianu,Greyjoy
1326,Iris,Frey,Frey
1327,Anca,Murgoci,Martell
1328,Basarab,Cernea,Frey
1329,Fabian,Toneanu,Lannister
1330,Savina,Gaina,Baratheon
1331,Marta,Cernat,Lannister
1332,Gentiana,Lannister,Lannister
1333,Zaraza,Baratheon,Baratheon
1334,Oliviu,Bercea,Frey
1335,Antonela,Draghici,Baratheon
1336,Bartolomeu,Nicoara,Greyjoy
1337,Zaraza,Somesan,Lannister
1338,Carmen,Frey,Frey
1339,Tudor,Calota,Frey
1340,Elodia,Stark,Stark
1341,Lili,Maican,Lannister
1342,Varvara,Lepadatu,Greyjoy
1343,Betina,Lannister,Lannister
1344,Stefania,Joldea,Baratheon
1345,Aneta,Breban,Targaryen
1346,Casian,Cusin,Tyrell
1347,Anastasia,Moculescu,Lannister
1348,Filofteia,Bolton,Bolton
1349,Malvina,Ciorioianu,Lannister
1350,Adela,Paslaru,Lannister
1351,Andreea,Fulga,Martell
1352,Gratiela,Nemescu,Lannister
1353,Codrina,Onciu,Lannister
1354,Eliana,Datcu,Lannister
1355,Mugur,Niculescu,Stark
1356,Aurelia,Greyjoy,Greyjoy
1357,Haralambie,Greyjoy,Arryn
1358,Mihai,Galatanu,Tyrell
1359,Saveta,Branzan,Lannister
1360,Olivia,:azu,Tyrell
1361,Ariana,Greyjoy,Greyjoy
1362,Violeta,Petrascu,Frey
1363,Victor,Pascanu,Martell
1364,Ariadna,Partos,Targaryen
1365,Pavel,Racoveanu,Baratheon
1366,Alex,Avramescu,Greyjoy
1367,Casian,Lannister,Lannister
1368,Alexandru,Bolton,Lannister
1369,Teodora,Gaina,Martell
1370,Zina,Alifantis,Martell
1371,Nicu,Livescu,Stark
1372,Mirabela,Almas,Tyrell
1373,Rodica,Busila,Tyrell
1374,Mihnea,Caianu,Frey
1375,Ilie,Greyjoy,Greyjoy
1376,Panait,Gherghel,Baratheon
1377,Alistar,Banulescu,Lannister
1378,Benone,Lacatus,Targaryen
1379,Olimpiu,Danescu,Bolton
1380,Darius,Vadineanu,Bolton
1381,Janina,Runceanu,Baratheon
1382,Laurentiu,Galatanu,Greyjoy
1383,Achim,Gutu,Stark
1384,Laurentia,Odobescu,Martell
1385,Despina,Mihaita,Tyrell
1386,Romanita,Hoban,Greyjoy
1387,Ica,Martell,Martell
1388,Doriana,Magurean,Tyrell
1389,Decebal,Eiade,Frey
1390,Gratian,Martell,Martell
1391,Ruxandra,Lannister,Lannister
1392,Olga,Esanu,Martell
1393,Miron,Almas,Lannister
1394,Marioara,Martell,Arryn
1395,Norman,Sadoveanu,Frey
1396,Liliana,Isopescu,Tyrell
1397,Arina,Cretu,Baratheon
1398,Ionel,Basescu,Lannister
1399,Heracleea,Pavelescu,Stark
1400,Ilarie,Videanu,Targaryen
1401,Petrut,Tyrell,Tyrell
1402,Arsenie,Teleanu,Lannister
1403,Lentin,Sturdza,Martell
1404,Cerasela,Baratheon,Frey
1405,Janeta,Ionescu,Targaryen
1406,Marian,Mihaescu,Greyjoy
1407,Dominic,Vasescu,Tyrell
1408,Petrica,Martell,Martell
1409,Viorela,Lupu,Lannister
1410,Bianca,Cimpoesu,Lannister
1411,Fiodor,Burileanu,Frey
1412,Damian,Tyrell,Tyrell
1413,Emilia,Enescu,Martell
1414,Haralambie,Catunean,Lannister
1415,Ofelia,Arghezi,Martell
1416,Ionelia,Greceanu,Targaryen
1417,Florica,Arnautu,Lannister
1418,Xenia,Lannister,Lannister
1419,Dalia,Caraciobanu,Lannister
1420,Andrada,Bolton,Bolton
1421,Tamara,Baratheon,Baratheon
1422,Aureliana,Turcescu,Martell
1423,Andrei,Lannister,Lannister
1424,Elisaveta,Sassu,Baratheon
1425,Catrinel,Udila,Tyrell
1426,Aurica,Leca,Baratheon
1427,Stan,Greyjoy,Greyjoy
1428,Leana,Ornea,Martell
1429,Alexantra,Stark,Stark
1430,Relu,Cioran,Martell
1431,Cazimir,Lipatti,Frey
1432,Voichita,Saulescu,Lannister
1433,Eusebiu,Targaryen,Targaryen
1434,Eugenia,Savin,Stark
1435,Ina,Satmarean,Lannister
1436,Constantina,Orleanu,Martell
1437,Eduard,Motoc,Frey
1438,Anca,Frey,Frey
1439,Henrieta,Stark,Stark
1440,Nora,Lannister,Lannister
1441,Alice,Martell,Martell
1442,Maximilian,Stark,Stark
1443,Aurica,Slaivici,Greyjoy
1444,Fiona,Seciu,Martell
1445,Dumitra,Seciu,Lannister
1446,Andrei,Martell,Martell
1447,Patricia,Antonescu,Lannister
1448,Eliza,Pacepa,Tyrell
1449,Antoniu,Geaorgescu,Greyjoy
1450,Filofteia,Murgescu,Tyrell
1451,Mara,Cosmescu,Stark
1452,Paulina,Stark,Stark
1453,Loredana,Moculescu,Martell
1454,Marius,Ivanceanu,Arryn
1455,Vasilica,Barna,Baratheon
1456,Francisc,Caranfil,Martell
1457,Ovidiu,Trifa,Bolton
1458,Avram,Birlea,Lannister
1459,Cezara,Tyrell,Tyrell
1460,Iacob,Catargi,Tyrell
1461,Pompilia,Stark,Stark
1462,Noemi,Mailat,Targaryen
1463,Jenel,Vernescu,Martell
1464,Stefania,Leca,Lannister
1465,Aureliana,Basescu,Arryn
1466,Vlad,Ionescu,Stark
1467,Florea,Martell,Martell
1468,Eufrosina,Pellea,Targaryen
1469,Anemona,Dolha,Targaryen
1470,Fabian,Stark,Stark
1471,Ecaterina,Tyrell,Tyrell
1472,Elodia,Bolton,Bolton
1473,Casanda,Ionescu,Lannister
1474,Teodosia,Stark,Stark
1475,Teodora,Ghinea,Bolton
1476,Benone,Lipatti,Stark
1477,Remus,Murgoci,Martell
1478,Augustin,Edeleanu,Baratheon
1479,Isabela,Puscariu,Lannister
1480,Giorgiana,Frey,Frey
1481,Edmond,Bocoianu,Frey
1482,Pamfil,Rosetti,Tyrell
1483,Alida,Niculescu,Tyrell
1484,Valter,Valeanu,Baratheon
1485,Stefania,Jebeleanu,Lannister
1486,Octaviana,Chelcea,Martell
1487,Monalisa,Tyrell,Bolton
1488,Carol,Camataru,Bolton
1489,Stan,Adamescu,Martell
1490,Viorela,Vanatoru,Stark
1491,Cerasela,Baratheon,Baratheon
1492,Fabian,Bolton,Bolton
1493,Florian,Tutea,Lannister
1494,Lucentiu,Radescu,Stark
1495,Marina,Frey,Frey
1496,Pamfil,Balan,Frey
1497,Florenta,Nicoara,Baratheon
1498,Olimpiu,Dobroiu,Frey
1499,Ionel,Buzescu,Targaryen
1500,Olimpia,Razvan,Stark
1501,Lana,Gerard,Tyrell
1502,Quentin,Gay,Stark
1503,Lorenzo,Tyrell,Tyrell
1504,Lisa,Picard,Lannister
1505,Marine,Chevalier,Lannister
1506,Laura,Bertrand,Tyrell
1507,Lina,Caron,Tyrell
1508,Timothee,Collin,Baratheon
1509,Enzo,Perez,Targaryen
1510,Capucine Da,silva,Martell
1511,Eloise,Benard,Frey
1512,Amine,Guichard,Tyrell
1513,Florian,Leclercq,Tyrell
1514,Lorenzo,Dupont,Tyrell
1515,Anael,Guillaume,Martell
1516,Leonard,Stark,Stark
1517,Guillemette,Adam,Lannister
1518,Romeo,Gaillard,Lannister
1519,Manon,Olivier,Targaryen
1520,Marc,Caron,Frey
1521,Maxime,Dupont,Martell
1522,Chaima,Lannister,Lannister
1523,Lucie,Klein,Frey
1524,Antonin,Frey,Frey
1525,Emma,Martell,Martell
1526,Charlotte,Frey,Frey
1527,Adrian,Lannister,Tyrell
1528,Renaud,Baratheon,Baratheon
1529,Timeo,Marechal,Martell
1530,Alexandra,Menard,Tyrell
1531,Ambre,Frey,Frey
1532,Dorian,Collin,Tyrell
1533,Juliette,Leclerc,Arryn
1534,Lena,Daniel,Martell
1535,Alice,Barbier,Greyjoy
