charID,name,surname,gender,royaltyScale,main
0748,Augustin,Vicena,male,3,false
0749,Sara,Klizan,female,1,false
0750,Rozalia,Kovacik,female,3,false
0751,Peter,Moravcik,male,1,false
0752,Valeria,Rohacik,female,2,false
0753,Nora,Valent,female,1,false
0754,Vitazoslav,Tomecko,male,2,false
0755,Valentin,Pasko,male,1,false
0756,Kristian,Chudik,male,3,false
0757,Bohumil,Lannister,male,9,false
0758,Peter,Huska,male,2,false
0759,Imrich,Magal,male,3,false
0760,Lea,Kollar,female,3,false
0761,Milan,Urblik,male,3,false
0762,Jarolim,Truban,male,3,false
0763,Beata,Svab,female,2,false
0764,Frederik,Mensik,male,1,false
0765,Drahoslava,Hrusovsky,female,3,false
0766,Kamila,Martell,female,6,false
0767,Silvester,Masarik,male,2,false
0768,Ivan,Koza,male,2,false
0769,Bohdana,Baratheon,female,4,false
0770,Lenka,Kovac,female,2,false
0771,Sofia,Chovan,female,1,false
0772,Oleg,Martinak,male,2,false
0773,Luboslava,Riso,female,3,false
0774,Ales,Dzurjanin,male,3,false
0775,Viliam,Lannister,male,9,false
0776,Andrea,Puska,female,1,false
0777,Juraj,Martell,male,8,false
0778,Marcela,Mokros,female,2,false
0779,Norbert,Valenta,male,1,false
0780,Dezider,Machata,male,1,false
0781,Berta,Mikus,female,2,false
0782,Moric,Chovan,male,1,false
0783,Sergej,Baso,male,2,false
0784,Paulina,Stefanik,female,1,false
0785,Stanislava,Andras,female,3,false
0786,Konstantin,Andras,male,3,false
0787,Eugen,Sulc,male,2,false
0788,Drahoslava,Lannister,female,7,false
0789,Anna,Stastny,female,3,false
0790,Juliana,Antal,female,1,false
0791,Lydia,Bolton,female,6,false
0792,Bronislava,Vlnka,female,1,false
0793,Maria,Huska,female,2,false
0794,Dobroslav,Barbora,male,1,false
0795,Amalia,Baratheon,female,10,false
0796,Antonia,Skriniar,female,3,false
0797,Natalia,Sokol,female,3,false
0798,Klaudia,Plesivec,female,2,false
0799,Berta,Jano,female,1,false
0800,Dorota,Vicen,female,3,false
0801,Ruzena,Martell,female,5,false
0802,Miloslav,Stark,male,8,false
0803,Rebeka,Tyrell,female,6,false
0804,Alica,Rakovan,female,1,false
0805,Branislava,Riha,female,3,false
0806,Benjamin,Straka,male,1,false
0807,Bohumir,Krizan,male,3,false
0808,Berta,Podhradsky,female,1,false
0809,Bystrik,Marian,male,3,false
0810,Bruno,Miklik,male,3,false
0811,Judita,Marian,female,1,false
0812,Rudolf,Vojtko,male,2,false
0813,Anabela,Arryn,female,10,false
0814,Dominika,Bednarik,female,1,false
0815,Blazena,Lannister,female,10,false
0816,Sofia,Veternik,female,1,false
0817,Svetozar,Konrad,male,1,false
0818,Dionyz,Plesivec,male,3,false
0819,Bohus,Janik,male,2,false
0820,Ludmila,Bartos,female,1,false
0821,Miloslav,Stefanovic,male,1,false
0822,Filip,Targaryen,male,9,false
0823,Jarolim,Soltes,male,3,false
0824,Stanislav,Tyrell,male,10,false
0825,Demeter,Vicena,male,1,false
0826,Aurelia,Rohac,female,3,false
0827,Felix,Martell,male,9,false
0828,Filip,Murin,male,1,false
0829,Rene,Malachovsky,male,2,false
0830,Zoja,Bartovic,female,1,false
0831,Klara,Dudok,female,3,false
0832,Milena,Martell,female,10,false
0833,Kamila,Arryn,female,6,false
0834,Levoslav,Lannister,male,8,false
0835,Bohdana,Baratheon,female,6,false
0836,Regina,Frey,female,4,false
0837,Zofia,Stark,female,6,false
0838,Ambroz,Targaryen,male,10,false
0839,Prokop,Vajda,male,3,false
0840,Milada,Plavucha,female,2,false
0841,Denis,Vajda,male,3,false
0842,Julia,Veternik,female,2,false
0843,Veronika,Stefanik,female,1,false
0844,Renata,Surka,female,2,false
0845,Ludomil,Kolar,male,3,false
0846,Maros,Stark,male,7,false
0847,Augustin,Lannister,male,10,false
0848,Karina,Janik,female,2,false
0849,Ema,Skriniar,female,1,false
0850,Romana,Simon,female,1,false
0851,Alfred,Visnovsky,male,2,false
0852,Dominik,Svrbik,male,1,false
0853,Klaudia,Skriniar,female,3,false
0854,Nikola,Straka,female,1,false
0855,Milota,Sidlo,female,3,false
0856,Blanka,Jancek,female,1,false
0857,Levoslav,Bolton,male,7,false
0858,Ondrej,Frey,male,6,false
0859,Demeter,Arryn,male,4,false
0860,Matus,Svrbik,male,3,false
0861,Oliver,Mlynarik,male,2,false
0862,Nina,Lukac,female,1,false
0863,Alica,Michalica,female,3,false
0864,Lenka,Frey,female,7,false
0865,Frantisek,Martell,male,10,false
0866,Alzbeta,Vlnka,female,1,false
0867,Julia,Filip,female,3,false
0868,Jana,Vojtek,female,1,false
0869,Patricia,Visnovsky,female,2,false
0870,Henrieta,Dula,female,2,false
0871,Frederik,Michalka,male,2,false
0872,Tibor,Valachovic,male,1,false
0873,Marina,Vaska,female,3,false
0874,Emil,Slahor,male,2,false
0875,Jarolim,Dusik,male,1,false
0876,Simona,Moravcik,female,3,false
0877,Urban,Riha,male,3,false
0878,Sofia,Pelikan,female,3,false
0879,Dalibor,Tyrell,male,7,false
0880,Oleg,Rakovan,male,1,false
0881,Lydia,Michalka,female,3,false
0882,Hugo,Plekanec,male,2,false
0883,Luboslav,Kozak,male,2,false
0884,Stefan,Visnovsky,male,3,false
0885,Jolana,Brusko,female,3,false
0886,Lucia,Bruska,female,1,false
0887,Koloman,Strba,male,2,false
0888,Marianna,Frey,female,5,false
0889,Denisa,Tyrell,female,7,false
0890,Tamara,Klizan,female,2,false
0891,Hugo,Basko,male,1,false
0892,Lesana,Targaryen,female,8,false
0893,Klement,Valusek,male,1,false
0894,Daniela,Madej,female,1,false
0895,Livia,Urblik,female,3,false
0896,Silvia,Huska,female,2,false
0897,Oto,Murin,male,3,false
0898,Patrik,Stark,male,6,false
0899,Cecilia,Dvonc,female,2,false
0900,Fedor,Frey,male,6,false
0901,Alzbeta,Husar,female,1,false
0902,Kristian,Hrmo,male,2,false
0903,Beata,Lannister,female,10,false
0904,Cyril,Hrdlicka,male,3,false
0905,Pravoslav,Pauk,male,2,false
0906,Vladislav,Stark,male,5,false
0907,Linda,Hus,female,2,false
0908,Adela,Simek,female,1,false
0909,Tomas,Bukovsky,male,2,false
0910,Terezia,Liska,female,1,false
0911,Vojtech,Vasko,male,1,false
0912,Gertruda,Marek,female,3,false
0913,Silvia,Beno,female,2,false
0914,Zelmira,Koza,female,3,false
0915,Julia,Baratheon,male,4,false
0916,Vojtech,Chalupka,male,2,false
0917,Amalia,Milota,female,3,false
0918,Slavka,Kropilak,female,2,false
0919,Milos,Valuska,male,3,false
0920,Cyprian,Mihalik,male,3,false
0921,Nora,Baca,female,1,false
0922,Jozefina,Tyrell,female,10,false
0923,Tomas,Miklik,male,3,false
0924,Denis,Targaryen,male,9,false
0925,Jela,Bena,female,1,false
0926,Vincent,Baratheon,male,4,false
0927,Igor,Huska,male,1,false
0928,Maximilian,Rakovan,male,3,false
0929,Dana,Lannister,female,9,false
0930,Rudolf,Konrad,male,3,false
0931,Radoslav,Pavka,male,2,false
0932,Liana,Krupa,female,1,false
0933,Izabela,Richtar,female,1,false
0934,Dusana,Uram,female,2,false
0935,Danica,Minac,female,2,false
0936,Lubos,Dvonc,male,3,false
0937,Brigita,Podhradsky,female,1,false
0938,Vratko,Tyrell,male,7,false
0939,Lubica,Pesko,female,3,false
0940,Maximilian,Kolar,male,2,false
0941,Svetozar,Pesko,male,2,false
0942,Bibiana,Frey,female,6,false
0943,Oto,Vlk,male,3,false
0944,Vavrinec,Dvonc,male,3,false
0945,Slava,Klizan,female,3,false
0946,Cyprian,Vasko,male,1,false
0947,Tadeas,Bahna,male,1,false
0948,Erik,Lannister,male,10,false
0949,Stela,Sulc,female,3,false
0950,Michaela,Bolton,female,6,false
0951,Eugen,Sulc,male,3,false
0952,Roman,Murin,male,3,false
0953,Bohdana,Simonovic,female,2,false
0954,Marcel,Kollar,male,1,false
0955,Levoslav,Lukac,male,3,false
0956,Alfonz,Martell,male,9,false
0957,Berta,Sykora,female,2,false
0958,Metod,Baratheon,male,7,false
0959,Bohuslav,Kozacik,male,3,false
0960,Aurelia,Dudok,female,1,false
0961,Adolf,Mucha,male,1,false
0962,Mikulas,Bartovic,male,1,false
0963,Kazimir,Bahna,male,3,false
0964,Viktor,Kralik,male,2,false
0965,Tatiana,Marecek,female,2,false
0966,Nina,Svaby,female,1,false
0967,Ursula,Lannister,female,7,false
0968,Slava,Madej,female,2,false
0969,Milada,Valent,female,2,false
0970,Bohumir,Soltes,male,1,false
0971,Alojza,Melichercik,female,3,false
0972,Fedor,Stark,male,10,false
0973,Lubos,Capka,male,1,false
0974,Nina,Feldek,female,1,false
0975,Nora,Janka,female,3,false
0976,Jozefina,Baratheon,female,9,false
0977,Svatopluk,Krizan,male,2,false
0978,Sona,Michalik,female,3,false
0979,Alzbeta,Tyrell,female,9,false
0980,Lubos,Tyrell,male,8,false
0981,Tibor,Huska,male,1,false
0982,Lubomira,Urblik,female,3,false
0983,Ursula,Kozacik,female,3,false
0984,Barbora,Richard,female,3,false
0985,Jergus,Vlna,male,3,false
0986,Petra,Skultety,female,2,false
0987,Frantiska,Lannister,female,8,false
0988,Agnesa,Bednar,female,3,false
0989,Drahoslav,Masar,male,2,false
0990,Radovan,Janko,male,2,false
0991,Tamara,Michalech,female,3,false
0992,Laura,Lannister,female,8,false
0993,Bozena,Pupak,female,2,false
0994,Bozidara,Hoza,female,3,false
0995,Rozalia,Markovic,female,2,false
0996,Valentina,Martell,female,7,false
0997,Oskar,Cesnak,male,1,false
0998,Cecilia,Tyrell,female,10,false
0999,Oldrich,Bruska,male,1,false
1000,Luboslav,Vlachovic,male,3,false
1001,Bradut,Popescu,male,3,false
1002,Marioara,Angelescu,female,1,false
1003,Rozalia,Valuta,female,3,false
1004,Nicoara,Valeanu,male,1,false
1005,Bogdan,Balceanu,male,1,false
1006,Angel,Balceanu,male,1,false
1007,Basarab,Badulescu,male,3,false
1008,Ciprian,Tariceanu,male,2,false
1009,Madalin,Puiu,male,3,false
1010,Laurentia,Bolton,female,7,false
1011,Agripina,Tomoioaga,female,3,false
1012,Anca,Covaci,female,2,false
1013,Luiza,Cimpoesu,female,3,false
1014,Arina,Bolton,female,9,false
1015,Daniela,Chirnoaga,female,1,false
1016,Dafina,Lannister,female,10,false
1017,Marinela,Iliescu,female,1,false
1018,Ladislau,Frey,male,5,false
1019,Florea,Averescu,male,1,false
1020,Astrid,Fatu,female,2,false
1021,Valentina,Petrut,female,2,false
1022,Damian,Martell,male,4,false
1023,Henrieta,Draghiceanu,female,3,false
1024,Dinu,Penescu,male,3,false
1025,Ozana,Lannister,female,6,false
1026,Raluca,Esinencu,female,3,false
1027,Cipriana,Barbu,female,1,false
1028,Ileana,Lannister,female,10,false
1029,Simina,Greyjoy,female,6,false
1030,Petronela,Murgoci,female,3,false
1031,Dafina,Ogararu,female,2,false
1032,Veta,Malcoci,female,1,false
1033,Augustin,Lannister,male,8,false
1034,Marcela,Argetoianu,female,3,false
1035,Aglaia,Rusca,female,2,false
1036,Pompilia,Iacobescu,female,3,false
1037,Emilia,Panturu,female,3,false
1038,Cristina,Bercea,female,1,false
1039,Liviu,Razvan,male,2,false
1040,Casanda,Tirle,female,1,false
1041,Filofteia,Blanculescu,female,1,false
1042,Catalin,Padurean,male,2,false
1043,Floriana,Stefanescu,female,3,false
1044,Flaviu,Lannister,male,10,false
1045,Iasmina,Benga,female,1,false
1046,Violeta,Brancoveanu,female,1,false
1047,Razvan,Purcarete,male,3,false
1048,Laurentia,Paunescu,female,1,false
1049,Iustinian,Dobrin,male,1,false
1050,Aristita,Motoc,female,3,false
1051,Dorel,Doicaru,male,1,false
1052,Eliana,Tyrell,female,8,false
1053,Vasilica,Arryn,female,9,false
1054,Iuliana,Butoi,female,3,false
1055,Alexantra,Lipatti,female,1,false
1056,Eusatiu,Butoi,male,2,false
1057,Iulia,Chira,female,1,false
1058,Tamara,Becheru,female,2,false
1059,Giorgian,Piturca,male,3,false
1060,Dida,Fiscuteanu,female,1,false
1061,Codruta,Barca,female,1,false
1062,Georgiana,Stolnici,female,3,false
1063,Marcela,Butoi,female,2,false
1064,Costache,Lannister,male,8,false
1065,Dora,Noica,female,2,false
1066,Romina,Oanca,female,1,false
1067,Sinica,Dinescu,male,1,false
1068,Evelina,Russo,female,1,false
1069,Ancuta,Dogaru,female,3,false
1070,Pompiliu,Honcescu,male,3,false
1071,Elodia,Draghici,female,1,false
1072,Stefania,Greyjoy,female,4,false
1073,Denisa,Tyrell,female,7,false
1074,Adelaida,Badescu,female,1,false
1075,Edmond,Vacaroiu,male,3,false
1076,Iulia,Rapeanu,female,2,false
1077,Bianca,Cosmovici,female,3,false
1078,Carol,Mantog,male,3,false
1079,Roxelana,Frunda,female,2,false
1080,Marta,Panturu,female,3,false
1081,Iuliana,Greyjoy,female,8,false
1082,Constanta,Lacusta,female,3,false
1083,Sorin,Greyjoy,male,6,false
1084,Lentin,Puscas,male,1,false
1085,Carmina,Tyrell,female,7,false
1086,Antoniu,Becheru,male,3,false
1087,Sofia,Benga,female,1,false
1088,Ariadna,Baratheon,female,6,false
1089,Florentin,Lannister,male,4,false
1090,Gheorghita,Tyrell,male,10,false
1091,Evelina,Frey,female,4,false
1092,Gregorian,Tyrell,male,9,false
1093,Aleodor,Bujor,male,2,false
1094,Ioan,Cornescu,male,3,false
1095,Marin,Grecescu,male,2,false
1096,Paraschiva,Halippa,female,3,false
1097,Viviana,Seciu,female,3,false
1098,Laura,Mota,female,2,false
1099,Alina,Eiade,female,3,false
1100,Ieremia,Cozma,male,1,false
1101,Stefania,Bolton,female,8,false
1102,Tudorita,Burdujan,female,1,false
1103,Timea,Badarau,female,2,false
1104,Vladimir,Frey,male,6,false
1105,Emanuela,Stark,female,6,false
1106,Mugur,Breban,male,1,false
1107,Carina,Barladeanu,female,1,false
1108,Arina,Ungheanu,female,3,false
1109,Vlaicu,Pogor,male,2,false
1110,Antoaneta,Chihaia,female,2,false
1111,Madalin,Mazarachi,male,2,false
1112,Zeno,Valuta,male,1,false
1113,Viviana,Tyrell,female,9,false
1114,Crin,David,male,3,false
1115,Simona,Halippa,female,3,false
1116,Octavian,Gusa,male,1,false
1117,Ioan,Dolgan,male,3,false
1118,Petrut,Velescu,male,1,false
1119,Eremia,Iepureanu,male,2,false
1120,Lelia,Lucescu,female,3,false
1121,Eva,Florianu,female,1,false
1122,Mihnea,Lannister,male,10,false
1123,Lascar,Socolescu,male,3,false
1124,Paulica,Lannister,female,10,false
1125,Ianis,Ornea,male,3,false
1126,Petronela,Baghiu,female,2,false
1127,Ionela,Tyrell,female,10,false
1128,Iolanda,Radovanu,female,3,false
1129,Narcis,Suceveanu,male,3,false
1130,Octavian,Corbea,male,2,false
1131,Catrinel,Croitor,female,3,false
1132,Cosmin,Stark,male,10,false
1133,Felix,Targaryen,male,9,false
1134,Alexandrina,David,female,3,false
1135,Aneta,Ungur,female,2,false
1136,Luminita,Frey,female,4,false
1137,Coralia,Tyrell,female,9,false
1138,Ilie,Targaryen,male,10,false
1139,Ernest,Ciupe,male,1,false
1140,Dorina,Frey,female,6,false
1141,Aleodor,Niculescu,male,2,false
1142,Monica,Tyrell,female,8,false
1143,Lucian,Lupascu,male,3,false
1144,Stancu,Trasca,male,2,false
1145,Albert,Tyrell,male,10,false
1146,Marilena,Hanu,female,2,false
1147,Cristea,Greyjoy,male,10,false
1148,Atena,Racoveanu,female,2,false
1149,Eleonora,Stark,female,8,false
1150,Cecilia,Andries,female,1,false
1151,Mitrut,Buzdugan,male,2,false
1152,Luiza,Puiu,female,2,false
1153,Sava,Selmaru,male,3,false
1154,Evelina,Lannister,female,10,false
1155,Constantina,Arryn,female,8,false
1156,Aurelia,Goian,female,1,false
1157,Nicodim,Targaryen,male,10,false
1158,Gelu,Mironescu,male,2,false
1159,Florica,Buia,female,1,false
1160,Visarion,Stoenescu,male,2,false
1161,Lorena,Greyjoy,female,6,false
1162,Niculina,Enescu,female,3,false
1163,Profira,Paturica,female,3,false
1164,Salomea,Braghis,female,2,false
1165,Celia,Stark,female,5,false
1166,Rozalia,Murgescu,female,1,false
1167,Amedeu,Plesan,male,2,false
1168,Severin,Cosmescu,male,2,false
1169,Theodor,Calinescu,male,2,false
1170,Anisoara,Buhus,female,2,false
1171,Amza,Laurian,male,2,false
1172,Sabin,Herlea,male,1,false
1173,Victor,Afrom,male,2,false
1174,Ivan,Bolton,male,7,false
1175,Sandu,Breban,male,1,false
1176,Gina,Danciu,female,1,false
1177,Nicodim,Begu,male,3,false
1178,Teona,Baratheon,female,5,false
1179,Iasmina,Bolton,female,9,false
1180,Florian,Lannister,male,9,false
1181,Alma,Oanca,female,3,false
1182,Iolanda,Mironescu,female,3,false
1183,Severin,Sechelariu,male,1,false
1184,Florea,Cioran,male,2,false
1185,Bianca,Martell,female,5,false
1186,Angela,Argesanu,female,3,false
1187,Albert,Danescu,male,2,false
1188,Tatiana,Burtea,female,3,false
1189,Adela,Averescu,female,3,false
1190,Astrid,Martell,female,9,false
1191,Petrica,Lannister,male,8,false
1192,Leopoldina,Rusca,female,2,false
1193,Eva,Loteanu,female,3,false
1194,Ruxandra,Argesanu,female,1,false
1195,Pavel,Brumaru,male,1,false
1196,Flora,Schiopu,female,1,false
1197,Vasilica,Bodiul,male,3,false
1198,Aida,Ciocarlan,female,1,false
1199,Amedeu,Drumur,male,1,false
1200,Anuta,Muresan,female,2,false
1201,Giorgiana,Simu,female,3,false
1202,Amedeu,Calinescu,male,2,false
1203,Mara,Frey,female,8,false
1204,Sandu,Lupea,male,2,false
1205,Tudosia,Irimescu,female,1,false
1206,Anca,Brates,female,1,false
1207,Aurelia,Lannister,female,8,false
1208,Zoe,Stark,female,10,false
1209,Bernard,Grigoriu,male,2,false
1210,Amalia,Caramitru,female,2,false
1211,Ovidiu,Stark,male,7,false
1212,Nora,Andreoiu,female,3,false
1213,Janeta,Martell,female,7,false
1214,Nicusor,Botescu,male,3,false
1215,Sorin,Antonescu,male,3,false
1216,Aurel,Murgoci,male,2,false
1217,Ica,Niculescu,female,3,false
1218,Geta,Mortun,female,2,false
1219,Iacob,Tyrell,male,7,false
1220,Corvin,Bodescu,male,1,false
1221,Adelaida,Mogos,female,1,false
1222,Aristide,Cornea,male,3,false
1223,Aurica,Magurean,male,1,false
1224,Ludovic,Lannister,male,6,false
1225,Mariuca,Lannister,female,9,false
1226,Madalin,Saulescu,male,1,false
1227,Mariana,Braghis,female,1,false
1228,Noemi,Suceveanu,female,2,false
1229,Lucretia,Sturdza,female,2,false
1230,Raducu,Martell,male,9,false
1231,Doru,Astalos,male,3,false
1232,Maria,Targaryen,female,8,false
1233,Gina,Baratheon,female,10,false
1234,Steluta,Stark,female,9,false
1235,Zamfir,Bolton,male,7,false
1236,Casian,Bonciu,male,2,false
1237,Mona,Greyjoy,female,7,false
1238,Ioan,Martell,male,9,false
1239,Robertina,Greyjoy,female,6,false
1240,Benone,Toderas,male,2,false
1241,Melania,Spirescu,female,1,false
1242,Martin,Huidu,male,2,false
1243,Sonia,Burileanu,female,2,false
1244,Raul,Caianu,male,2,false
1245,Miron,Adoc,male,3,false
1246,Anton,Frey,male,9,false
1247,Livia,Mazilu,female,2,false
1248,Corvin,Greyjoy,male,7,false
1249,Ionica,Puturi,male,2,false
1250,Nicolaie,Baratheon,male,6,false
1251,Ludmila,Piturca,female,1,false
1252,Emanuel,Tudorache,male,2,false
1253,Catrina,Kiazim,female,2,false
1254,Maria,Afrom,female,2,false
1255,Carmen,Enache,female,3,false
1256,Cezar,Papacioc,male,1,false
1257,Nicolae,Frey,male,6,false
1258,Petru,Arryn,male,4,false
1259,Adrian,Ceausescu,male,1,false
1260,Flavia,Cozma,female,3,false
1261,Niculina,Avramescu,female,1,false
1262,Madalin,Rusca,male,3,false
1263,Stefana,Brediceanu,female,1,false
1264,Cantemir,Lannister,male,8,false
1265,Irina,Gruia,female,3,false
1266,Cristofor,Tenescu,male,1,false
1267,Olivia,Sturdza,female,1,false
1268,Costache,Bolton,male,7,false
1269,Iacob,Branzan,male,1,false
1270,Ilinca,Malcoci,female,3,false
1271,Carolina,Rusescu,female,2,false
1272,Isabela,Holda,female,2,false
1273,Marcu,Lannister,male,7,false
1274,Eftimie,Hodorogea,male,3,false
1275,Lili,Arryn,female,9,false
1276,Dragos,Hodos,male,3,false
1277,Marcheta,Udrea,female,1,false
1278,Antim,Bercu,male,3,false
1279,Frusina,Hodorogea,female,1,false
1280,Iulian,Tyrell,male,10,false
1281,Veniamin,Teleanu,male,1,false
1282,Cantemir,Firulescu,male,1,false
1283,Nora,Geaorgescu,female,2,false
1284,Julieta,Lazareanu,female,1,false
1285,Emanoil,Taranu,male,3,false
1286,Iustin,Dobrescu,male,1,false
1287,Lelia,Greyjoy,female,4,false
1288,Beatrice,Tabaras,female,1,false
1289,Tania,Naghi,female,1,false
1290,Cristea,Lannister,male,8,false
1291,Elisabeta,Lepadatu,female,3,false
1292,Ariana,Seciu,female,3,false
1293,Relu,Calugareanu,male,3,false
1294,Eremia,Martell,male,7,false
1295,Nicodim,Ivanescu,male,3,false
1296,Laurentia,Eiade,female,3,false
1297,Alexe,Vernescu,male,1,false
1298,Eric,Stark,male,10,false
1299,Frusina,Lannister,female,6,false
1300,Razvan,Joldea,male,1,false
1301,Andreea,Valeanu,female,2,false
1302,Lucentiu,Valuta,male,1,false
1303,Petrisor,Tudan,male,3,false
1304,Ramona,Lannister,female,10,false
1305,Iancu,Cernat,male,2,false
1306,Adelaida,Gligor,female,3,false
1307,Miruna,Campeanu,female,2,false
1308,Eleonora,Targaryen,female,9,false
1309,Ion,Petrescu,male,1,false
1310,Nidia,Bozga,female,2,false
1311,Venera,Martell,female,10,false
1312,Iasmina,Stark,female,9,false
1313,Cipriana,Lannister,female,8,false
1314,Veta,Mihaescu,female,3,false
1315,Zenovia,Calugareanu,female,1,false
1316,Frusina,Corvin,female,2,false
1317,Floriana,Frey,female,5,false
1318,Iuliana,Lipatti,female,1,false
1319,Dana,Halippa,female,3,false
1320,Alex,Iepureanu,male,2,false
1321,Sergiu,Pascu,male,1,false
1322,Floriana,Raksi,female,3,false
1323,Ozana,Caciulescu,female,1,false
1324,Gabriela,Lannister,female,10,false
1325,Florin,Barcianu,male,2,false
1326,Iris,Saulescu,female,1,false
1327,Anca,Murgoci,female,1,false
1328,Basarab,Cernea,male,3,false
1329,Fabian,Toneanu,male,2,false
1330,Savina,Tyrell,female,8,false
1331,Marta,Tyrell,female,8,false
1332,Gentiana,Mihaita,female,2,false
1333,Zaraza,Hurezeanu,female,2,false
1334,Oliviu,Bercea,male,1,false
1335,Antonela,Draghici,female,3,false
1336,Bartolomeu,Baratheon,male,4,false
1337,Zaraza,Somesan,female,2,false
1338,Carmen,Lannister,female,6,false
1339,Tudor,Frey,male,4,false
1340,Elodia,Butnariu,female,2,false
1341,Lili,Maican,female,2,false
1342,Varvara,Lepadatu,female,1,false
1343,Betina,Baratheon,female,6,false
1344,Stefania,Joldea,female,3,false
1345,Aneta,Breban,female,2,false
1346,Casian,Cusin,male,2,false
1347,Anastasia,Moculescu,female,1,false
1348,Filofteia,Proca,female,2,false
1349,Malvina,Ciorioianu,female,3,false
1350,Adela,Paslaru,female,2,false
1351,Andreea,Lannister,female,8,false
1352,Gratiela,Nemescu,female,2,false
1353,Codrina,Tyrell,female,7,false
1354,Eliana,Frey,female,10,false
1355,Mugur,Niculescu,male,2,false
1356,Aurelia,Edeleanu,female,1,false
1357,Haralambie,Gutu,male,2,false
1358,Mihai,Galatanu,male,3,false
1359,Saveta,Branzan,female,1,false
1360,Olivia,:azu,female,2,false
1361,Ariana,Arryn,female,6,false
1362,Violeta,Petrascu,female,1,false
1363,Victor,Bolton,male,7,false
1364,Ariadna,Partos,female,2,false
1365,Pavel,Racoveanu,male,1,false
1366,Alex,Avramescu,male,2,false
1367,Casian,Petrascu,male,3,false
1368,Alexandru,Lannister,male,10,false
1369,Teodora,Gaina,female,1,false
1370,Zina,Alifantis,female,2,false
1371,Nicu,Livescu,male,1,false
1372,Mirabela,Almas,female,1,false
1373,Rodica,Busila,female,3,false
1374,Mihnea,Lannister,male,10,false
1375,Ilie,Dumbraveanu,male,1,false
1376,Panait,Tyrell,male,10,false
1377,Alistar,Stark,male,9,false
1378,Benone,Lacatus,male,3,false
1379,Olimpiu,Danescu,male,2,false
1380,Darius,Martell,male,6,false
1381,Janina,Runceanu,female,2,false
1382,Laurentiu,Galatanu,male,2,false
1383,Achim,Gutu,male,3,false
1384,Laurentia,Odobescu,female,3,false
1385,Despina,Mihaita,female,2,false
1386,Romanita,Hoban,female,3,false
1387,Ica,Lannister,female,9,false
1388,Doriana,Magurean,female,3,false
1389,Decebal,Eiade,male,3,false
1390,Gratian,Brediceanu,male,3,false
1391,Ruxandra,Frey,female,10,false
1392,Olga,Esanu,female,3,false
1393,Miron,Tyrell,male,9,false
1394,Marioara,Moculescu,female,1,false
1395,Norman,Sadoveanu,male,2,false
1396,Liliana,Isopescu,female,2,false
1397,Arina,Cretu,female,1,false
1398,Ionel,Stark,male,10,false
1399,Heracleea,Pavelescu,female,2,false
1400,Ilarie,Videanu,male,1,false
1401,Petrut,Greyjoy,male,4,false
1402,Arsenie,Teleanu,male,2,false
1403,Lentin,Sturdza,male,1,false
1404,Cerasela,Dobrin,female,1,false
1405,Janeta,Lannister,female,10,false
1406,Marian,Mihaescu,male,1,false
1407,Dominic,Vasescu,male,2,false
1408,Petrica,Martell,male,4,false
1409,Viorela,Lupu,female,3,false
1410,Bianca,Cimpoesu,female,2,false
1411,Fiodor,Tyrell,male,10,false
1412,Damian,Parvulescu,male,2,false
1413,Emilia,Enescu,female,3,false
1414,Haralambie,Catunean,male,3,false
1415,Ofelia,Arghezi,female,1,false
1416,Ionelia,Greceanu,female,3,false
1417,Florica,Targaryen,female,8,false
1418,Xenia,Tepeneag,female,1,false
1419,Dalia,Caraciobanu,female,1,false
1420,Andrada,Valeanu,female,2,false
1421,Tamara,Barbu,female,1,false
1422,Aureliana,Turcescu,female,2,false
1423,Andrei,Sassu,male,3,false
1424,Elisaveta,Sassu,female,3,false
1425,Catrinel,Udila,female,3,false
1426,Aurica,Leca,male,3,false
1427,Stan,Stark,male,5,false
1428,Leana,Greyjoy,female,9,false
1429,Alexantra,Gaina,female,3,false
1430,Relu,Cioran,male,2,false
1431,Cazimir,Lipatti,male,3,false
1432,Voichita,Saulescu,female,2,false
1433,Eusebiu,Turcescu,male,2,false
1434,Eugenia,Savin,female,1,false
1435,Ina,Satmarean,female,1,false
1436,Constantina,Orleanu,female,3,false
1437,Eduard,Martell,male,9,false
1438,Anca,Gheorghe,female,3,false
1439,Henrieta,Manoila,female,3,false
1440,Nora,Proca,female,3,false
1441,Alice,Papahagi,female,3,false
1442,Maximilian,Fratila,male,1,false
1443,Aurica,Slaivici,male,2,false
1444,Fiona,Seciu,female,3,false
1445,Dumitra,Seciu,female,2,false
1446,Andrei,Muresanu,male,2,false
1447,Patricia,Tyrell,female,7,false
1448,Eliza,Pacepa,female,3,false
1449,Antoniu,Geaorgescu,male,2,false
1450,Filofteia,Murgescu,female,2,false
1451,Mara,Cosmescu,female,1,false
1452,Paulina,Bolton,female,5,false
1453,Loredana,Moculescu,female,3,false
1454,Marius,Lannister,male,10,false
1455,Vasilica,Barna,male,3,false
1456,Francisc,Caranfil,male,2,false
1457,Ovidiu,Trifa,male,2,false
1458,Avram,Martell,male,10,false
1459,Cezara,Malutan,female,1,false
1460,Iacob,Baratheon,male,8,false
1461,Pompilia,Vianu,female,3,false
1462,Noemi,Lannister,female,10,false
1463,Jenel,Tyrell,male,9,false
1464,Stefania,Leca,female,2,false
1465,Aureliana,Lannister,female,8,false
