name,surname,gender,region,allegiance
Theo,Arnold,male,1,Tyrell
Mila,Pohl,female,3,Baratheon
Rafael,Döring,male,1,Lannister
Felix,Baratheon,male,6,Baratheon
Zoey,Martell,female,6,Martell
Pauline,Huber,female,3,Martell
Melissa,Heinrich,female,1,Tyrell
Maja,Winkler,female,3,Lannister
Nils,Schröder,male,1,Baratheon
Joel,Fuchs,male,1,Baratheon
Miriam,Lannister,female,5,Lannister
Karl,Jung,male,3,Frey
Martha,Becker,female,3,Tyrell
Luise,Nebert,female,2,Tyrell
Lenny,Engel,male,1,Baratheon
Justus,Stark,male,6,Stark
Max,Lannister,male,6,Lannister
Bennet,Martell,male,6,Martell
Laura,Scholz,female,3,Bolton
Julia,Frank,female,3,Lannister
Samuel,Bergmann,male,1,Greyjoy
Eva,Engel,female,1,Tyrell
Matteo,Bergmann,male,3,Bolton
Sam,Döring,male,2,Tyrell
Wolfgang,Conrad,male,1,Martell
Fabienne,Lannister,female,6,Bolton
Nora,Targaryen,female,10,Targaryen
Erik,Schumacher,male,1,Lannister
Nico,Tyrell,male,10,Tyrell
Melina,Ludwig,female,3,Baratheon
Julius,Thiele,male,2,Martell
Lenny,Stein,male,1,Martell
Bruno,Baratheon,male,10,Baratheon
Jason,Kühn,male,3,Frey
Florian,Baumann,male,1,Martell
Paul,Tyrell,male,7,Tyrell
Mia,Weber,female,1,Lannister
Ben,Lannister,male,7,Lannister
Florian,Krämer,male,2,Stark
Mina,Günther,female,3,Martell
Leonie,Schmidt,female,2,Martell
Greta,Braun,female,3,Baratheon
Bennet,Hartmann,male,1,Frey
Johann,Hoffmann,male,1,Targaryen
Elias,Weiß,male,1,Tyrell
Tim,Maier,male,2,Lannister
Elina,Lannister,female,10,Arryn
Martha,Martell,female,6,Martell
Maria,Lannister,female,9,Lannister
Helena,Schulze,female,1,Frey
Finn,Berger,male,2,Stark
Sophie,Winter,female,3,Targaryen
Bruno,Martell,male,8,Martell
Vanessa,Otto,female,1,Frey
Nora,Schneider,female,2,Tyrell
Maja,Weber,female,2,Greyjoy
Carlotta,Beck,female,2,Baratheon
Yasha,Busch,male,3,Martell
Hannah,Nebert,female,3,Martell
Artur,Pfeiffer,male,1,Targaryen
Tobias,Kuhn,male,2,Martell
Martin,Lehmann,male,1,Targaryen
Mathilda,Böhm,female,1,Frey
Damian,Ullrich,male,3,Frey
Greta,Werner,female,1,Martell
Lilly,Walter,female,2,Stark
Damian,Martell,male,9,Martell
Emily,Stark,female,8,Stark
Fiona,Hartmann,female,2,Greyjoy
Ben,Bergmann,male,1,Stark
Florian,Friedrichs,male,2,Greyjoy
Dominic,Pfeiffer,male,3,Martell
Yasha,Weber,male,2,Bolton
Maila,Albrecht,female,1,Martell
John,Graf,male,3,Lannister
Samira,Hartmann,female,3,Baratheon
Toni,Dietrich,male,2,Lannister
Mika,Christ,male,1,Lannister
Lennox,Martell,male,10,Martell
Lennard,Braun,male,2,Tyrell
Julius,Werner,male,2,Lannister
Annika,Thoma,female,3,Lannister
Lucy,Weiß,female,2,Stark
Charlotte,Nebert,female,2,Frey
Merle,Schmitt,female,2,Martell
Wolfgang,Haas,male,3,Tyrell
Marlon,Ilsner,male,1,Baratheon
Oliver,Baratheon,male,7,Baratheon
Ronja,Hahn,female,3,Martell
Elias,Martin,male,3,Tyrell
Gunter,Baumann,male,3,Lannister
Wenke,Kuhn,female,3,Tyrell
Theo,Ebert,male,2,Frey
Yvonne,Franke,female,2,Tyrell
Magdalena,Klein,female,1,Tyrell
Charlotte,Bolton,female,7,Bolton
Jonas,König,male,1,Frey
Melissa,Schneider,female,1,Frey
Ben,Seidel,male,3,Arryn
Ann-Julie,Arnold,female,3,Martell
Pauline,Lang,female,3,Frey
Maxim,Roth,male,2,Martell
Carla,Baratheon,female,10,Stark
Linda,Schneider,female,3,Lannister
Ben,Bolton,male,10,Bolton
Robert,Weiß,male,3,Martell
Ida,Arnold,female,2,Baratheon
David,Vogt,male,2,Lannister
Luise,Ilsner,female,2,Lannister
Emil,Walter,male,1,Lannister
Lenny,Teichmann,male,1,Baratheon
Pauline,Sauer,female,3,Greyjoy
Levin,Arnold,male,3,Tyrell
Finn,Martell,male,5,Martell
Dieter,Becker,male,1,Martell
Emelie,Walter,female,3,Martell
Marie,Bolton,female,7,Bolton
Lukas,Tyrell,male,10,Tyrell
Maria,Nebert,female,3,Martell
Ella,Günther,female,3,Tyrell
Phil,Schulze,male,3,Martell
Levi,Fischer,male,1,Lannister
Carla,Sauer,female,1,Stark
Mina,Kraus,female,3,Greyjoy
Wolfgang,Lannister,male,5,Lannister
Valentin,Vogel,male,2,Tyrell
Fabienne,Thoma,female,1,Tyrell
Noel,Lange,male,1,Targaryen
Selina,Simon,female,3,Lannister
Noah,Schwarz,male,2,Lannister
Jamie,Brandt,male,3,Bolton
Oliver,Scholz,male,3,Tyrell
Ingo,Tyrell,male,7,Tyrell
Pia,Busch,female,2,Lannister
Alexander,Günther,male,3,Lannister
Aylin,Wolf,female,1,Stark
Sarah,Tyrell,female,9,Tyrell
Maximilian,Stark,male,7,Stark
Kilian,Pohl,male,2,Martell
Romy,Stark,female,10,Stark
Lennox,Frey,male,7,Frey
Wenke,Herrmann,female,2,Martell
Laura,Busch,female,2,Tyrell
Gunter,Böhm,male,1,Lannister
Karl,Graf,male,2,Tyrell
Jan,Greyjoy,male,6,Greyjoy
Luca,Bauer,male,3,Baratheon
Selina,Lang,female,2,Stark
Jona,Frey,male,7,Bolton
Noah,Martin,male,1,Baratheon
Mika,Krüger,male,1,Greyjoy
Hannes,Ilsner,male,1,Martell
Henry,Haas,male,3,Lannister
Moritz,Ebert,male,3,Martell
Pia,Schäfer,female,1,Frey
John,Rams,male,2,Martell
Johann,Stark,male,7,Stark
Mila,Schumacher,female,3,Tyrell
Wolfgang,Tyrell,male,9,Tyrell
Olivia,Schröder,female,3,Greyjoy
Ben,Martell,male,8,Martell
Aylin,Thoma,female,3,Baratheon
Yasha,Ziegler,male,2,Frey
Helena,Weiß,female,2,Martell
Ulrich,Kraus,male,2,Martell
Henry,Vogt,male,3,Tyrell
Philipp,Weiß,male,2,Martell
Lara,Albrecht,female,3,Tyrell
Elias,Voigt,male,2,Frey
Thomas,Horn,male,1,Frey
Michael,Frey,male,7,Frey
Julius,Tyrell,male,8,Tyrell
Karl,Berger,male,3,Arryn
Romy,Frey,female,5,Frey
Lilly,Vogt,female,3,Martell
Ole,Schmitz,male,1,Martell
Pia,König,female,3,Stark
Johann,Stark,male,5,Stark
Jannik,Friedrichs,male,3,Stark
Lea,Stark,female,6,Stark
Ida,Ludwig,female,3,Targaryen
Eva,Krause,female,3,Baratheon
Greta,Ziegler,female,2,Lannister
Noel,Stark,male,9,Stark
Ida,Kuhn,female,3,Greyjoy
Johannes,Frey,male,4,Frey
Magdalena,Heinrich,female,2,Tyrell
Jasmin,Stark,female,7,Stark
Ben,Ludwig,male,3,Lannister
Charlotte,Otto,female,2,Tyrell
Nick,Krause,male,2,Targaryen
Jannik,Arryn,male,9,Arryn
Finn,Lannister,male,10,Lannister
Maxim,Bolton,male,4,Bolton
Daniel,Wolf,male,1,Targaryen
Erik,Schmitt,male,2,Stark
Gabriel,Tyrell,male,9,Tyrell
Johannes,Krämer,male,3,Tyrell
Paula,Fuchs,female,2,Martell
Fabian,Baratheon,male,4,Baratheon
Jamie,Greyjoy,male,10,Greyjoy
Timo,Meyer,male,1,Stark
Emily,Krüger,female,3,Baratheon
Mathilda,Lang,female,3,Martell
Simon,Meyer,male,3,Bolton
Nina,Herrmann,female,2,Tyrell
Carlotta,Walter,female,1,Martell
Jason,Christ,male,3,Martell
Christian,Arnold,male,2,Baratheon
Finn,Targaryen,male,9,Targaryen
Ulrich,Lang,male,1,Frey
Lennox,Baratheon,male,9,Baratheon
Vanessa,Martell,female,4,Martell
Linus,Tyrell,male,10,Tyrell
Bastian,Ilsner,male,3,Martell
Maila,Baratheon,female,8,Baratheon
Xenia,Busch,female,1,Lannister
Laura,Lange,female,3,Stark
Melissa,Engel,female,1,Baratheon
Ronja,Martell,female,5,Martell
Robert,Lannister,male,10,Lannister
Kilian,Frank,male,2,Lannister
Benedikt,Ullrich,male,2,Tyrell
Felix,Schuster,male,2,Frey
Joshua,Baumann,male,2,Greyjoy
Julian,Walter,male,2,Tyrell
Matteo,Keller,male,1,Lannister
Melina,Nebert,female,3,Martell
Moritz,Ilsner,male,3,Bolton
Ingo,Schwarz,male,1,Bolton
Elisabeth,Kühn,female,1,Tyrell
Victoria,Tyrell,female,10,Tyrell
Malte,Lorenz,male,1,Tyrell
Joshua,Orlowski,male,3,Greyjoy
Jana,Günther,female,3,Lannister
Nick,Sauer,male,2,Stark
Lenny,Schuster,male,2,Frey
Dominic,Schumacher,male,1,Tyrell
Emelie,Möller,female,2,Martell
Maria,Scholz,female,2,Lannister
Amelie,Pohl,female,1,Targaryen
David,Baratheon,male,4,Baratheon
Doreen,Greyjoy,female,4,Greyjoy
Oskar,Schmitt,male,1,Baratheon
Mina,Lannister,female,8,Lannister
Paulina,Krämer,female,1,Lannister
Leonard,Frey,male,4,Frey
Liam,Lange,male,3,Greyjoy
Leon,Schwarz,male,1,Arryn
Greta,Schuster,female,1,Stark
Zoe,Berger,female,2,Martell
Greta,Jung,female,2,Frey
Luis,Lehmann,male,1,Tyrell
Julie,Tyrell,female,8,Tyrell
John,Schmidt,male,3,Tyrell
Felix,Tyrell,male,6,Bolton
Jonathan,Bergmann,male,3,Lannister
David,Brandt,male,3,Baratheon
Christian,Schneider,male,3,Martell
Christian,Koch,male,3,Stark
Simon,Jäger,male,1,Frey
Ida,Lang,female,1,Tyrell
Charlotte,Müller,female,3,Greyjoy
Levin,Ullrich,male,3,Bolton
Wolfgang,Simon,male,2,Lannister
Mika,Simon,male,2,Tyrell
Julia,Bauer,female,1,Martell
Doreen,Brandt,female,1,Tyrell
Luna,Otto,female,1,Greyjoy
Luis,Möller,male,1,Stark
Yvonne,Braun,female,3,Baratheon
Chiara,Arnold,female,2,Lannister
Lennox,Martell,male,5,Martell
Benedikt,Schwarz,male,1,Baratheon
Theo,Werner,male,2,Targaryen
Nora,Greyjoy,female,8,Greyjoy
Jannik,Groß,male,1,Tyrell
Lotta,Greyjoy,female,4,Greyjoy
Ingo,Baratheon,male,5,Baratheon
Phil,Ludwig,male,2,Tyrell
Marie,Jung,female,3,Tyrell
Nele,Sommer,female,3,Bolton
Mattis,König,male,2,Targaryen
Oliver,Haas,male,1,Lannister
Charlotte,Peters,female,1,Lannister
Adrian,Lannister,male,6,Lannister
Noah,Franke,male,2,Tyrell
Jannis,Braun,male,3,Baratheon
Dieter,Sauer,male,3,Tyrell
Maximilian,Baumann,male,2,Lannister
Marlon,Werner,male,1,Lannister
Benjamin,Frey,male,5,Frey
Tom,Keller,male,1,Martell
Melissa,Lannister,female,5,Lannister
Alina,Lannister,female,5,Lannister
Philipp,Wagner,male,2,Stark
Joshua,Stark,male,10,Stark
Mia,Otto,female,2,Targaryen
Marlene,Müller,female,2,Tyrell
Alina,Schulze,female,3,Baratheon
Aylin,Seidel,female,3,Frey
Yasha,Heinrich,male,1,Stark
Jason,Tyrell,male,10,Tyrell
Isabell,Klein,female,1,Arryn
Paula,Peters,female,2,Martell
Annika,Müller,female,1,Tyrell
Katharina,Döring,female,3,Lannister
Martha,Lannister,female,9,Stark
Oliver,Ullrich,male,3,Stark
Martha,Schultz,female,2,Frey
Lina,Lannister,female,6,Lannister
Bruno,Baratheon,male,7,Baratheon
Jana,Groß,female,3,Martell
David,Lang,male,1,Frey
Oliver,Berger,male,1,Lannister
Jayden,Arryn,male,6,Arryn
Theresa,Thiele,female,2,Martell
Paulina,Wolf,female,3,Bolton
Leila,Ludwig,female,2,Lannister
Jonas,Frey,male,7,Frey
Lennox,Stein,male,2,Greyjoy
Lea,Teichmann,female,1,Lannister
Marie,Baratheon,female,7,Stark
Florian,Stark,male,9,Stark
Michael,Walter,male,3,Martell
Luna,Albrecht,female,1,Baratheon
Joel,Stark,male,7,Stark
Henry,Greyjoy,male,9,Greyjoy
Sarah,Baumann,female,2,Baratheon
Jona,Lehmann,male,1,Baratheon
Sina,Schwarz,female,2,Greyjoy
Magdalena,Schmidt,female,3,Tyrell
Martha,Ludwig,female,3,Tyrell
Benjamin,Krüger,male,3,Frey
Franziska,Roth,female,1,Stark
Annabell,Voigt,female,3,Arryn
Rafael,Thoma,male,1,Martell
Daniel,Bergmann,male,2,Stark
Lara,Pfeiffer,female,3,Baratheon
Leonie,Otto,female,3,Martell
Helene,Berger,female,2,Tyrell
Bianca,Kraus,female,2,Lannister
Mattis,Jung,male,2,Greyjoy
Benjamin,Ilsner,male,1,Tyrell
Xenia,Baumann,female,2,Bolton
Sebastian,Hoffmann,male,3,Greyjoy
Maria,Hoffmann,female,3,Baratheon
Noah,Keller,male,3,Lannister
Nina,Lannister,female,10,Lannister
Selina,Schwarz,female,3,Lannister
Johann,Schneider,male,2,Lannister
Jana,Ziegler,female,1,Baratheon
Mattis,Schmitz,male,1,Baratheon
Pia,Stark,female,10,Stark
Ulrike,Schultz,female,3,Baratheon
Martha,Beck,female,2,Stark
Jonathan,Lannister,male,8,Lannister
Mira,Böhm,female,1,Frey
Victoria,Greyjoy,female,8,Greyjoy
Felix,Kaiser,male,3,Stark
Olivia,Otto,female,1,Lannister
Ann-Julie,Frey,female,6,Frey
Olivia,Ullrich,female,1,Lannister
Tim,Teichmann,male,2,Tyrell
Bruno,Kaiser,male,2,Stark
Dominic,Schäfer,male,1,Tyrell
Jule,Schulte,female,2,Baratheon
Sebastian,Krause,male,1,Greyjoy
Gabriel,Baratheon,male,9,Baratheon
Yasha,Winter,male,2,Lannister
Jakob,Baratheon,male,9,Baratheon
Linus,Schuster,male,2,Tyrell
Sina,Friedrichs,female,2,Lannister
Valentin,Martin,male,3,Stark
Jonas,Böhm,male,1,Tyrell
Lea,Kaiser,female,1,Martell
Jamie,Wagner,male,3,Tyrell
Nick,Martell,male,4,Martell
Carlotta,Döring,female,3,Lannister
Elena,Weber,female,3,Martell
Olivia,Lannister,female,9,Lannister
Sam,Voigt,male,3,Tyrell
Dominic,Friedrichs,male,2,Martell
Matteo,Günther,male,1,Greyjoy
Jayden,Seidel,male,1,Baratheon
Lennard,Lehmann,male,1,Baratheon
Carlotta,Baratheon,female,5,Baratheon
Thomas,Walter,male,2,Martell
Konstantin,Schmidt,male,1,Frey
Helene,Ilsner,female,3,Lannister
Marlon,Pohl,male,2,Martell
Sophie,Martell,female,4,Martell
Emelie,Haas,female,2,Lannister
Mika,Graf,male,2,Frey
Julius,Greyjoy,male,4,Greyjoy
Helena,Kühn,female,2,Baratheon
Anna,Peters,female,2,Lannister
Jana,Horn,female,2,Frey
Aaron,Frank,male,2,Martell
Leo,Wolf,male,2,Lannister
Eva,Stark,female,9,Stark
Nico,Martell,male,4,Martell
Niklas,Keller,male,2,Greyjoy
Jasmin,Bolton,female,8,Bolton
Jakob,Hahn,male,3,Stark
Ulrich,Klein,male,1,Stark
Mara,Fuchs,female,3,Lannister
Pauline,Schneider,female,3,Lannister
Erik,Hahn,male,3,Lannister
Ben,Braun,male,2,Lannister
Michael,Richter,male,1,Stark
Emily,Lannister,female,10,Lannister
Xenia,Fischer,female,1,Stark
Sophie,Schuster,female,3,Frey
Wenke,Bauer,female,2,Lannister
Ann-Julie,Roth,female,2,Tyrell
Luca,Schmitz,male,1,Stark
Lena,Neumann,female,3,Greyjoy
Colin,Kaiser,male,2,Lannister
Luisa,Koch,female,1,Lannister
Johanna,Beck,female,3,Lannister
Linus,Bolton,male,4,Bolton
Celina,Baumann,female,1,Martell
Elisa,Voigt,female,3,Frey
Gunter,Schulze,male,1,Stark
Fiona,Baratheon,female,10,Baratheon
Levin,Nebert,male,1,Tyrell
Zoe,Hahn,female,3,Baratheon
Sam,Targaryen,male,8,Targaryen
Maxim,Ingerfurth,male,2,Lannister
Xenia,Vogt,female,1,Lannister
Chiara,Conrad,female,3,Stark
Sebastian,Möller,male,2,Frey
Leon,Rams,male,3,Martell
Mattis,Baratheon,male,8,Baratheon
Jonathan,Vogt,male,1,Lannister
Anna,Neumann,female,3,Stark
Hannes,Bergmann,male,1,Martell
Aaron,Hartmann,male,2,Lannister
Ronja,Tyrell,female,10,Tyrell
Wenke,Haas,female,2,Tyrell
Nils,Thoma,male,3,Lannister
Artur,Krause,male,2,Lannister
Ole,König,male,3,Tyrell
Dominic,Beck,male,1,Tyrell
Selina,Frey,female,8,Martell
Benedikt,Döring,male,1,Greyjoy
Merle,Thoma,female,1,Martell
Samuel,Stein,male,3,Tyrell
Julia,Lannister,female,5,Lannister
Paula,Seidel,female,3,Lannister
Milena,Schumacher,female,1,Greyjoy
Levin,Richter,male,3,Tyrell
Amelie,Baumann,female,3,Tyrell
Lilly,Ingerfurth,female,2,Martell
Mattis,Martell,male,7,Martell
Jasmin,Schubert,female,3,Martell
Elena,Martell,female,4,Martell
Justus,Tyrell,male,10,Greyjoy
Yvonne,Weiß,female,1,Frey
Jule,Schumacher,female,2,Greyjoy
Mats,Dietrich,male,1,Bolton
Luna,Lehmann,female,2,Frey
Carla,Schmidt,female,3,Lannister
Noel,Schmitt,male,3,Greyjoy
Benedikt,Becker,male,1,Targaryen
Josephine,Seidel,female,1,Martell
Sophie,Winkler,female,1,Stark
Zoey,Kaiser,female,3,Baratheon
Finn,Stark,male,8,Stark
Alexander,Arryn,male,9,Arryn
Josephine,Baumann,female,3,Arryn
Mia,Martell,female,5,Martell
Noah,Ebert,male,1,Frey
Lennox,Kraus,male,3,Lannister
Elena,Peters,female,3,Tyrell
Nina,Meyer,female,2,Greyjoy
Milena,Lannister,female,6,Targaryen
Matteo,Walter,male,3,Tyrell
Adrian,Jung,male,1,Baratheon
Selina,Schmitz,female,3,Greyjoy
Carla,Martell,female,7,Martell
Sarah,Richter,female,1,Bolton
Luca,Teichmann,male,2,Greyjoy
Tom,Tyrell,male,10,Tyrell
Zoe,Ingerfurth,female,2,Tyrell
Lenny,Targaryen,male,10,Greyjoy
Anna,Stein,female,2,Greyjoy
Theo,Ebert,male,1,Lannister
Julius,Martell,male,10,Martell
Emily,Vogel,female,3,Baratheon
Sofia,Greyjoy,female,5,Greyjoy
Wenke,Christ,female,3,Targaryen
Karl,Horn,male,3,Baratheon
Lea,Haas,female,1,Tyrell
Adrian,Lorenz,male,2,Frey
Mara,Thiele,female,3,Martell
Wolfgang,Thiele,male,2,Frey
Joel,Bolton,male,5,Bolton
Julia,Horn,female,3,Stark
Jonas,Baratheon,male,10,Baratheon
Mika,Thoma,male,1,Greyjoy
Luise,Kraus,female,3,Lannister
Linus,Frank,male,1,Lannister
Milena,Fuchs,female,1,Tyrell
Luis,Targaryen,male,9,Targaryen
Melina,Wolf,female,3,Tyrell
Elena,Böhm,female,1,Frey
Clara,Tyrell,female,6,Tyrell
Nina,Frank,female,1,Targaryen
Mia,Martell,female,5,Martell
Lennox,Heinrich,male,1,Frey
Magdalena,Krämer,female,3,Martell
Luise,Ilsner,female,1,Martell
Maila,Köhler,female,2,Bolton
Ronja,Schmitz,female,2,Stark
Ulrike,Ziegler,female,2,Baratheon
Joshua,Arryn,male,5,Arryn
Erik,Fischer,male,1,Martell
Fiona,Groß,female,2,Tyrell
Valentin,Roth,male,3,Frey
Gabriel,Jung,male,3,Lannister
Mina,Otto,female,1,Tyrell
Oliver,Krämer,male,2,Lannister
Toni,Martell,male,10,Martell
Sofia,Martell,female,4,Martell
Ida,Lannister,female,7,Lannister
Simon,Thoma,male,2,Bolton
Greta,Baratheon,female,9,Baratheon
Emma,Fischer,female,3,Martell
Emilia,Schulze,female,2,Martell
Noel,Tyrell,male,9,Tyrell
Max,Baratheon,male,10,Baratheon
Lea,Lehmann,female,2,Baratheon
Ole,Bergmann,male,1,Baratheon
Miriam,Simon,female,1,Lannister
Melissa,Möller,female,2,Tyrell
Franziska,Pohl,female,3,Martell
Theo,Martell,male,8,Martell
Chiara,Schwarz,female,2,Stark
Lea,Kraus,female,3,Stark
Bennet,Stein,male,3,Frey
Noel,Arryn,male,5,Arryn
Oskar,Baumann,male,2,Stark
Erik,Targaryen,male,9,Stark
Henry,Bergmann,male,1,Lannister
Helene,Schulze,female,2,Lannister
Rafael,Frey,male,4,Frey
Selina,Vogt,female,3,Baratheon
Michael,Jäger,male,2,Lannister
Linus,Martin,male,2,Lannister
Jakob,Frey,male,9,Targaryen
Adrian,Meyer,male,3,Baratheon
Annabell,Haas,female,3,Lannister
Romy,Frey,female,7,Frey
Valentina,Bergmann,female,1,Stark
Sina,Arnold,female,3,Lannister
Milena,Koch,female,1,Martell
Paula,Bolton,female,9,Bolton
Linda,Lannister,female,9,Lannister
Bianca,Graf,female,2,Greyjoy
Annika,Lange,female,2,Lannister
Lena,Frank,female,1,Baratheon
Bianca,Frey,female,5,Frey
Merle,Köhler,female,3,Bolton
Aylin,Ludwig,female,2,Greyjoy
Hannes,Tyrell,male,10,Tyrell
Leonie,Werner,female,3,Frey
Jolina,Rams,female,2,Greyjoy
Tom,Orlowski,male,2,Lannister
Josephine,Lannister,female,9,Lannister
Jannik,Wolf,male,3,Tyrell
Mila,Nebert,female,3,Stark
Joshua,Lannister,male,10,Lannister
Ingo,Baratheon,male,10,Baratheon
Bastian,Thoma,male,3,Martell
Valentina,Winter,female,2,Frey
Colin,Ingerfurth,male,3,Tyrell
Lucy,Lannister,female,10,Lannister
Michael,Koch,male,3,Targaryen
Dieter,Krause,male,1,Tyrell
Jolina,Ludwig,female,1,Martell
Maila,Fuchs,female,2,Baratheon
Damian,Tyrell,male,5,Tyrell
David,Martin,male,1,Frey
Niklas,Werner,male,3,Martell
Ulrike,Ziegler,female,1,Targaryen
Jona,Haas,male,2,Lannister
Valentina,Kraus,female,1,Bolton
Tom,Müller,male,3,Tyrell
Elisa,Christ,female,1,Tyrell
Jakob,Meyer,male,2,Frey
Jakob,Sauer,male,3,Targaryen
Vincent,Wagner,male,2,Lannister
Mathilda,Schultz,female,1,Tyrell
Lenny,Hahn,male,3,Greyjoy
Luisa,Groß,female,2,Bolton
Felix,Jung,male,1,Bolton
Moritz,Richter,male,1,Martell
Leo,Krüger,male,3,Baratheon
Linda,Greyjoy,female,9,Greyjoy
Michael,Winter,male,3,Baratheon
Fiona,Groß,female,1,Tyrell
Ella,Lannister,female,8,Lannister
Lara,Beck,female,2,Greyjoy
Michael,Pohl,male,1,Baratheon
Helene,Lannister,female,9,Lannister
Benjamin,Winter,male,1,Tyrell
Benedikt,Horn,male,3,Lannister
Elias,Baratheon,male,8,Baratheon
Sarah,Stark,female,7,Stark
Finn,Arnold,male,2,Tyrell
Lenny,Engel,male,2,Greyjoy
Johann,Scholz,male,2,Lannister
Philipp,Böhm,male,1,Greyjoy
Bastian,Schumacher,male,2,Lannister
Mila,Baratheon,female,4,Baratheon
Amelie,Krause,female,2,Frey
Eva,Lange,female,2,Lannister
Ulrich,Stark,male,5,Stark
Dieter,Lannister,male,9,Lannister
Paulina,Wagner,female,3,Tyrell
Ella,Becker,female,3,Martell
Xenia,Martell,female,9,Martell
Daniel,Martell,male,4,Martell
Joshua,Greyjoy,male,8,Greyjoy
Carla,Berger,female,1,Tyrell
Jonas,Hartmann,male,2,Frey
Paul,Ludwig,male,3,Tyrell
Fabienne,Frey,female,7,Frey
Samuel,Sauer,male,3,Tyrell
Phil,Koch,male,3,Martell
Joel,Frank,male,3,Stark
Ann-Julie,Baumann,female,1,Stark
Ulrich,Günther,male,2,Targaryen
Mina,Baratheon,female,9,Stark
Philipp,Winkler,male,2,Martell
Nico,Bergmann,male,1,Tyrell
Doreen,Martell,female,9,Martell
Maria,Baratheon,female,4,Lannister
Levi,Engel,male,1,Lannister
Luis,Winter,male,1,Stark
Johann,Tyrell,male,10,Tyrell
Bianca,Tyrell,female,4,Tyrell
Melina,Tyrell,female,10,Tyrell
Leila,Frey,female,6,Frey
Annika,Arnold,female,1,Greyjoy
Ulrich,Müller,male,2,Tyrell
Benedikt,Neumann,male,1,Greyjoy
Julius,Braun,male,1,Stark
Ole,Lang,male,1,Tyrell
Anni,Tyrell,female,10,Tyrell
Tim,Peters,male,3,Tyrell
Ingo,Schröder,male,1,Greyjoy
Mathilda,Ludwig,female,2,Lannister
Leonie,Stein,female,3,Bolton
Liam,Beck,male,3,Frey
Jakob,Brandt,male,2,Lannister
Yvonne,Schuster,female,3,Baratheon
Till,Kühn,male,2,Tyrell
Fiona,Döring,female,3,Arryn
Emilia,Hoffmann,female,1,Lannister
Johannes,Scholz,male,3,Lannister
Marlene,Busch,female,2,Bolton
Johann,Schwarz,male,3,Lannister
Jolina,Möller,female,3,Stark
Maximilian,Rams,male,2,Lannister
Lian,Müller,male,3,Greyjoy
Fabienne,Kraus,female,1,Stark
Benedikt,Hoffmann,male,1,Tyrell
Benjamin,Krüger,male,1,Greyjoy
Lena,Hahn,female,3,Tyrell
Maxim,Kraus,male,1,Lannister
Julius,Hahn,male,2,Bolton
Jule,Becker,female,1,Stark
Moritz,Bauer,male,2,Lannister
Leni,Ludwig,female,3,Martell
Magdalena,Greyjoy,female,10,Greyjoy
Milena,Tyrell,female,10,Lannister
Ulrike,Lannister,female,5,Lannister
Melina,Jung,female,3,Martell
Sam,Schmitz,male,3,Targaryen
Lennox,Ziegler,male,3,Tyrell
Ulrike,Nebert,female,3,Baratheon
Theresa,Bolton,female,10,Bolton
Aaron,Neumann,male,1,Bolton
Marlon,Baratheon,male,5,Baratheon
Adrian,Franke,male,3,Lannister
Sophie,Schreiber,female,3,Stark
Ulrich,Lannister,male,7,Lannister
Merle,Roth,female,3,Arryn
Kilian,Albrecht,male,1,Frey
Jule,Lannister,female,10,Lannister
Johannes,Frey,male,7,Frey
Mika,Brandt,male,2,Arryn
Emilia,Thoma,female,3,Frey
Jona,Kuhn,male,1,Arryn
Lina,Lannister,female,9,Lannister
Mina,Kuhn,female,1,Greyjoy
Liam,Schwarz,male,1,Greyjoy
Frieda,Voigt,female,1,Martell
Zoe,Lang,female,2,Tyrell
Xaver,König,male,1,Lannister
Mila,Sauer,female,3,Lannister
John,Simon,male,2,Arryn
Kilian,Lannister,male,9,Lannister
Liam,Groß,male,2,Frey
Samuel,Christ,male,1,Targaryen
Victoria,Schäfer,female,1,Lannister
Selina,Zimmermann,female,1,Tyrell
Elisabeth,Bergmann,female,1,Martell
Jan,Scholz,male,3,Greyjoy
Johanna,Baratheon,female,10,Baratheon
Finn,Lang,male,3,Greyjoy
Mina,Meyer,female,2,Frey
Johannes,Thoma,male,3,Martell
Melina,Neumann,female,3,Frey
Felix,Horn,male,2,Greyjoy
Yvonne,Lange,female,3,Martell
Hannes,Ingerfurth,male,1,Frey
Mats,Koch,male,2,Tyrell
Jason,Martell,male,4,Stark
Mia,Brandt,female,2,Martell
Sophie,Schultz,female,3,Greyjoy
Eva,Thoma,female,1,Martell
Max,Günther,male,1,Baratheon
Daniel,Zimmermann,male,2,Martell
Frieda,Martell,female,9,Martell
Carlotta,Tyrell,female,7,Tyrell
Xenia,Weiß,female,2,Martell
Maxim,Greyjoy,male,6,Greyjoy
Philipp,Tyrell,male,5,Tyrell
Valentin,Peters,male,1,Frey
Mara,Winkler,female,3,Lannister
Emma,Vogt,female,1,Lannister
Philipp,Beck,male,1,Tyrell
Nick,Lange,male,1,Martell
Alexander,Weiß,male,3,Martell
Ulrike,Becker,female,3,Lannister
Luisa,Martin,female,2,Greyjoy
Nora,Rams,female,2,Stark
Doreen,Ingerfurth,female,3,Lannister
Laura,Seidel,female,2,Targaryen
Nico,Schulze,male,1,Frey
Clara,Martin,female,1,Baratheon
Niklas,Schulze,male,2,Bolton
Mathilda,Stein,female,2,Baratheon
Jason,Tyrell,male,9,Tyrell
