killerID,killerName,killerSurname,victimID,victimName,victimSurname
0373,Jana,Tyrell,1220,Adelaida,Targaryen
4127,Ott,Kukk,2636,Nikodem,Mroz
3174,Sofia,Makela,3263,Ella,Seppala
2304,Valentina,Colombo,2697,Stefan,Szymczak
1952,Marie,Baratheon,1784,Esteban,Lannister
3369,Mika,Toivonen,1065,Romina,Oanca
4179,Marleen,Koppel,3433,Ismo,Aalto
3259,Teo,Tyrell,0667,Albin,Soltys
1720,Lisa,Carlier,2293,Leonardo,Grassi
2672,Monika,Szewczyk,2593,Cezary,Mazur
0858,Demeter,Tyrell,1524,Emma,Julien
0858,Demeter,Tyrell,0801,Miloslav,Krupa
0486,Martin,Baumann,1156,Nicodim,Dinescu
4227,Aleksander,Tamm,3548,Victoria,Skog
4265,Kevin,Vasiliev,1809,Romain,Leclercq
0952,Bohdana,Lannister,2203,Giada,Targaryen
2820,Martyna,Martell,3824,Astrid,Baratheon
2820,Martyna,Martell,4575,Petra van den,Broek
2820,Martyna,Martell,1115,Octavian,Gusa
2820,Martyna,Martell,2526,Rozalia,Tyrell
2820,Martyna,Martell,1591,Davy,Bertin
2026,Jessica,Tyrell,0729,Hilda,Stark
2026,Jessica,Tyrell,2142,Stefania,Martinelli
2955,Lucjan,Sikora,3839,Hampus,Carlstedt
4858,Mirthe,Mol,2852,Anita,Kubiak
2594,Dawid,Kubiak,2403,Andrea,Barbieri
0347,Ben,Baratheon,3672,Elvira,Tyrell
0347,Ben,Baratheon,0684,Milos,Stark
0347,Ben,Baratheon,1509,Capucine Da,silva
0347,Ben,Baratheon,0350,Moritz,Neumann
0347,Ben,Baratheon,4764,Tineke van der,Meulen
0846,Augustin,Krajcovic,2171,Leonardo,Martinelli
1521,Chaima,Caron,4268,Karl,Kivi
4645,Valentijn van den,Frey,0556,Ladislav,Greyjoy
2815,Elzbieta,Koziol,2432,Roberto,Russo
4854,Laurens van den,Brink,1352,Codrina,Stark
4606,Willeke,Vink,1702,Alexandra,Stark
4369,Marten,Vasiliev,2799,Krystyna,Kazmierczak
4575,Petra van den,Broek,2215,Claudia,Lombardo
0824,Demeter,Vicena,3734,Elsa,Liljegren
3145,Lotta,Lannister,4877,Jack,Hermans
3145,Lotta,Lannister,2267,Ilaria,Giuliani
3145,Lotta,Lannister,4253,Darja,Vasiliev
3145,Lotta,Lannister,4098,Aleksandra,Grigorieva
3145,Lotta,Lannister,1563,Julia,Denis
2221,Irene,Benedetti,0621,Zaneta,Vicen
3618,Anna,Kronberg,4480,Madis,Popov
1222,Aurica,Frey,2091,Alberto,Baratheon
0170,Alina,Hartmann,4542,Sander van den,Brink
4623,Jasmijn,Tyrell,3924,August,Lannister
3941,Elsa,Ohlin,2201,Irene,Bianco
4568,Klaas van,Wijk,0972,Lubos,Capka
0021,Ella,Tyrell,3596,Erik,Zetterberg
1989,Clara,Frey,2134,Irene,Grassi
0943,Vavrinec,Frey,3221,Anneli,Jokinen
4492,Peeter,Rand,1422,Andrei,Sassu
4592,Wies,Meijer,1804,Maiwenn,Lannister
2876,Sylwia,Wrobel,0260,Christian,Lannister
1121,Mihnea,Buhus,4494,Oliver,Luik
1121,Mihnea,Buhus,4557,Yasmijn de,Ruiter
4805,Elise,Bosman,4733,Rob,Frey
4925,Saar de,Lannister,2433,Camilla,Ferrara
4925,Saar de,Lannister,2130,Luca,Valentini
4925,Saar de,Lannister,0293,Aylin,Seidel
2426,Sara,Frey,0374,Katharina,Peters
3746,Andreas,Stark,4013,Maksim,Lannister
3746,Andreas,Stark,1693,Gabin,Poirier
0149,Lilly,Stark,2891,Irena,Mazur
0149,Lilly,Stark,3516,Andreas,Wigren
0149,Lilly,Stark,4711,Anna,Postma
0149,Lilly,Stark,1303,Ramona,Adamescu
0149,Lilly,Stark,4014,Linda,Pavlov
0149,Lilly,Stark,2961,Kinga,Zajac
0149,Lilly,Stark,1513,Lorenzo,Dupont
0149,Lilly,Stark,1845,Lauriane,Gaillard
0149,Lilly,Stark,4523,Evert van der,Targaryen
4511,Anna van,Veen,1640,Yohan,Aubry
4352,Mari,Frey,1347,Filofteia,Lannister
4898,Femke van der,Ven,2440,Pietro,Ricci
1477,Augustin,Edeleanu,4622,Eelco,Gerritsen
0412,Joshua,Tyrell,4991,Sara,Frey
1606,Romane,Riviere,0859,Matus,Svrbik
4048,Rasmus,Andreev,3266,Verneri,Korhonen
4048,Rasmus,Andreev,4478,Emma,Lannister
4682,Daan,Kuijpers,3294,Kristiina,Miettinen
3496,Tiina,Baratheon,4493,Mia,Jakobson
2742,Norbert,Duda,2030,Alice,Martell
4074,Sten,Rebane,0118,Sam,Weber
1581,Thibault,Moulin,1919,Elsa,Sanchez
0852,Klaudia,Skriniar,1473,Teodosia,Martell
1454,Vasilica,Barna,0753,Vitazoslav,Stark
3465,Aino,Heikkinen,4032,Artur,Kuusk
1253,Maria,Targaryen,4092,Oliver,Lohmus
1253,Maria,Targaryen,4310,Tarmo,Tamm
1253,Maria,Targaryen,1642,Antoine,Tessier
1253,Maria,Targaryen,0968,Milada,Valent
1253,Maria,Targaryen,4560,Olaf de,Wit
1253,Maria,Targaryen,2119,Gaia,Bolton
1253,Maria,Targaryen,4819,Sjors,Visser
1253,Maria,Targaryen,0730,Frantiska,Martell
1253,Maria,Targaryen,3578,Stina,Wisell
1253,Maria,Targaryen,2789,Gustaw,Szymczak
1253,Maria,Targaryen,4569,Imke van der,Meer
1253,Maria,Targaryen,0891,Lesana,Tyrell
2351,Irene,Negri,3528,Ronja,Hallgren
3637,Elsa,Lundin,3849,Kajsa,Tyrell
1887,Kilian,Martin,4215,Rasmus,Pavlov
2392,Simone,Frey,1769,Leo,Barthelemy
3909,Johanna,Johansson,4189,Kristiina,Moroz
3909,Johanna,Johansson,3059,Pekka,Hayha
1771,Elsa,Leclerc,2088,Alberto,Gatti
2776,Klaudiusz,Lannister,0481,Nico,Becker
4030,Sten,Martell,1123,Paulica,Tyrell
4030,Sten,Martell,0592,Vanda,Baca
0558,Tadeas,Majesky,2983,Witold,Michalak
2609,Piotr,Pawlak,2547,Stefan,Szczepaniak
1094,Marin,Stark,3904,Gustav,Wiberg
1094,Marin,Stark,3048,Jaakko,Kosunen
3449,Aino,Lannister,0782,Sergej,Baso
4376,Polina,Rand,1315,Frusina,Greyjoy
0075,Nico,Stark,4046,Kirill,Volkov
0075,Nico,Stark,0416,Linus,Hartmann
0075,Nico,Stark,1434,Ina,Satmarean
0075,Nico,Stark,4538,Renske de,Wit
0150,Julia,Lehmann,3040,Jussi,Jokinen
2257,Chiara,Lannister,0502,Monika,Murin
4768,Noortje,Sanders,3154,Ella,Laine
3957,Johanna,Zetterberg,3330,Outi,Korhonen
0517,Vratislav,Stark,3545,Fredrik,Ekman
2477,Gabriele,Basile,2531,Aleksander,Kazmierczak
3304,Hannele,Hayha,3653,Elin,Ohlin
3901,Joel,Carlstedt,0819,Ludmila,Bartos
2038,Angela,Giannini,4634,Teun,Baratheon
3884,Elvira,Carlstedt,0944,Slava,Klizan
2598,Malgorzata,Pawlak,2279,Lisa,Stark
2181,Jessica,Adami,3215,Raila,Kivela
1253,Maria,Targaryen,0088,Mila,Keller
1253,Maria,Targaryen,2153,Mirko,Salvi
1253,Maria,Targaryen,2751,Marcin,Szymczak
1253,Maria,Targaryen,2463,Marco,Bianco
1253,Maria,Targaryen,4889,Jasmijn de,Vries
1253,Maria,Targaryen,3339,Jouni,Vatanen
1253,Maria,Targaryen,3349,Virpi,Laine
1253,Maria,Targaryen,1355,Aurelia,Stark
3837,Kalle,Zetterberg,0984,Jergus,Vlna
0992,Bozena,Lannister,1350,Andreea,Fulga
0992,Bozena,Lannister,2499,Antonio,Pellegrin
1142,Lucian,Lupascu,0943,Vavrinec,Frey
1080,Iuliana,Lannister,4174,Raido,Antonov
1080,Iuliana,Lannister,2522,Radek,Szulc
3216,Mikael,Frey,3384,Mikael,Toivonen
3224,Hannele,Frey,4384,Hanna,Kutt
2470,Sara,Frey,1268,Iacob,Branzan
1624,Mathis,Morel,3967,Gustav,Wisell
3057,Juha,Arryn,1700,Laura,Gilbert
3057,Juha,Arryn,4899,Kees,Verhoeven
3057,Juha,Arryn,0767,Ivan,Koza
3057,Juha,Arryn,3316,Aino,Bolton
3057,Juha,Arryn,4020,Jaak,Jarv
4076,Sebastian,Orlov,2740,Aleksander,Baran
1922,Emilie,Lannister,3532,Johanna,Thorsell
2193,Luca,Vitale,2132,Michele,Conti
0936,Brigita,Baratheon,0811,Rudolf,Tyrell
3317,Juha,Targaryen,0755,Kristian,Chudik
3317,Juha,Targaryen,1005,Angel,Lannister
3317,Juha,Targaryen,1099,Ieremia,Cozma
3317,Juha,Targaryen,3789,Stina,Thorsell
3317,Juha,Targaryen,0076,Bennet,Schmidt
3317,Juha,Targaryen,2482,Anna,Coppola
3255,Pekka,Heikkinen,2575,Edward,Krawczyk
4775,Luuk van der,Wal,1913,Pauline Le,roux
4930,Gerard,Martell,1246,Livia,Greyjoy
4930,Gerard,Martell,4892,Valentijn,Visser
4930,Gerard,Martell,2679,Darek,Sikora
1620,Mathieu,Roche,3893,Elsa,Frey
3802,August,Ahlgren,1242,Sonia,Burileanu
1089,Gheorghita,Lannister,2245,Paolo,Salvi
0908,Tomas,Bukovsky,0558,Tadeas,Majesky
0635,Gabriel,Farkasovsky,0414,Victoria,Winter
1914,Arthur,Arryn,3034,Kalle,Martell
1914,Arthur,Arryn,1015,Dafina,Frey
1914,Arthur,Arryn,1452,Loredana,Stark
1914,Arthur,Arryn,2249,Alessandro,Tyrell
4660,Nelleke van der,Greyjoy,3569,Elin,Bolton
4660,Nelleke van der,Greyjoy,3582,Erik,Hallgren
4660,Nelleke van der,Greyjoy,0262,Lea,Martell
4660,Nelleke van der,Greyjoy,3363,Tapani,Frey
3650,Andreas,Greyjoy,3404,Taneli,Tyrell
3650,Andreas,Greyjoy,4225,Marten,Martell
0693,Daniela,Hrdlicka,2674,Amelia,Kania
0693,Daniela,Hrdlicka,1317,Iuliana,Lipatti
4816,Olaf,Scholten,4953,Wim,Martell
4816,Olaf,Scholten,4095,Mark,Stark
2445,Simone,Amato,2610,Witold,Krawczyk
0226,Marie,Muller,1329,Savina,Tyrell
3384,Mikael,Toivonen,3168,Vaino,Jokinen
2205,Stefania,Ferri,2035,Valeria,Pellegrini
3665,Gustav,Johansson,2460,Irene,Rossetti
0056,Nico,Horn,0419,Samira,Martell
0825,Aurelia,Rohac,4647,Dirk,Kuijpers
1102,Timea,Tyrell,1930,Amandine,Lannister
0094,Isabell,Schneider,1963,Marion,Schmitt
3217,Paivi,Lannister,3281,Taneli,Westerlund
3866,Joel,Blomberg,4378,Polina,Martell
4632,Mathijs,Bolton,0242,Damian,Greyjoy
0226,Marie,Muller,1244,Miron,Adoc
2917,Zofia,Bolton,1185,Angela,Argesanu
2200,Greta,Bianco,4280,Hugo,Ots
2661,Franciszek,Pietrzak,2050,Valerio,Bruno
4300,Peeter,Frey,3456,Lotta,Toivonen
4300,Peeter,Frey,1093,Ioan,Cornescu
3227,Tiina,Makinen,3737,Vendela,Wisell
0152,Jonas,Wagner,0276,Zoe,Schulte
4364,Mari,Kalda,2232,Stefano,Martinelli
2799,Krystyna,Kazmierczak,3609,Erik,Wahlgren
2799,Krystyna,Kazmierczak,3055,Tapani,Hayha
0383,Lara,Tyrell,2836,Janusz,Szulc
2844,Maksymilian,Lis,0512,Jaromir,Lojek
2505,Monika,Adamczyk,4459,Martin,Liiv
4090,Emma,Mihhailov,1479,Giorgiana,Danciu
3669,Arvid,Liljegren,1237,Ioan,Brumaru
4633,Geert van der,Velden,2381,Michela,Mazza
4633,Geert van der,Velden,1590,Maiwenn,Masson
1449,Filofteia,Tyrell,4317,Markus,Nikolaev
0397,Dieter,Targaryen,0679,Oleg,Stark
4926,Ernst,Vink,2331,Martina,Valentini
2660,Marta,Martell,4507,Ineke van,Beek
1500,Lana,Arryn,2945,Zenon,Walczak
1500,Lana,Arryn,2524,Ignacy,Wieczorek
3240,Maria,Miettinen,1388,Decebal,Eiade
2972,Sylwester,Greyjoy,4650,Wies van der,Bolton
4846,Corien van,Vliet,0664,Martina,Uram
0781,Moric,Chovan,0418,Ulrike,Martell
3732,Hampus,Wisell,4773,Freek,Jansen
3253,Ilkka,Hayha,4822,Annelies van,Stark
2960,Malwina,Frey,3825,Edvin,Targaryen
3019,Tapani,Lannister,1007,Ciprian,Tariceanu
2279,Lisa,Stark,4874,Thomas de,Ruiter
2279,Lisa,Stark,4586,Huib,Vermeulen
2279,Lisa,Stark,2629,Onufry,Tyrell
2279,Lisa,Stark,2095,Dario,Moretti
2279,Lisa,Stark,2382,Arianna,Sartori
2279,Lisa,Stark,3473,Matti,Laine
2279,Lisa,Stark,3976,Andreas,Blomberg
2279,Lisa,Stark,4379,Mari-Liis,Uibo
2279,Lisa,Stark,1231,Maria,Saceanu
2279,Lisa,Stark,4227,Aleksander,Tamm
2279,Lisa,Stark,2708,Bogna,Adamczyk
2940,Zygmunt,Lannister,3287,Liisa,Miettinen
2288,Alessandra,Marino,2036,Antonio,Neri
2078,Gabriele,Bolton,0132,Christian,Martell
2126,Salvatore,Sartori,1516,Guillemette,Adam
1295,Laurentia,Baratheon,0226,Marie,Muller
1295,Laurentia,Baratheon,0899,Fedor,Masarik
1295,Laurentia,Baratheon,0112,Sam,Schwarz
0862,Alica,Tyrell,3698,Jesper,Stark
0862,Alica,Tyrell,2102,Luca,Ferrari
1476,Remus,Stark,2105,Nicole,Baratheon
1476,Remus,Stark,1673,Leon,Meyer
0059,Joel,Heinrich,2592,Kamila,Dudek
0059,Joel,Heinrich,4760,Valentijn van der,Laan
0422,Lea,Tyrell,0478,Lian,Lannister
4351,Robert,Mannik,4885,Barbara,Schipper
0473,Olivia,Schroder,4187,Hugo,Allik
0378,Eva,Frey,0488,Nora,Kramer
2537,Adela,Marciniak,1940,Melissa,Humbert
2437,Irene,Palumbo,2074,Manuel,Lannister
1402,Lentin,Sturdza,3007,Pekka,Kivela
0398,Elisabeth,Seidel,2925,Tadeusz,Pawlak
0760,Milan,Urblik,3675,Gustav,Zetterberg
0760,Milan,Urblik,4000,Kristofer,Ilves
0760,Milan,Urblik,3449,Aino,Lannister
0724,Nora,Martell,3712,Vera,Strand
0724,Nora,Martell,1854,Marie-leontine,Fernandez
3021,Eero,Korhonen,1194,Pavel,Brumaru
0553,Ludovit,Richtar,4516,Ernst,Veenstra
1078,Roxelana,Frunda,0285,Jona,Pfeiffer
3839,Hampus,Carlstedt,4675,Olaf,Peters
0029,Max,Baratheon,2177,Lucia,Ferrari
0029,Max,Baratheon,2676,Darek,Nowak
0029,Max,Baratheon,4234,Robert,Mihhailov
0029,Max,Baratheon,0230,Anni,Herrmann
2398,Alessio,Baratheon,3659,Carl,Lannister
2398,Alessio,Baratheon,2044,Giulia,Longo
4564,Jaap van der,Linden,4434,Hugo,Kaasik
4779,Emma van der,Velden,0940,Svetozar,Pesko
2802,Alina,Stark,2837,Iga,Lannister
0680,Ruzena,Skriniar,4491,Oliver,Sepp
3257,Ossi,Bolton,0721,Stela,Konrad
3543,August,Wisell,3929,Klara,Blomberg
3543,August,Wisell,0741,Imrich,Surka
1765,Laura,Lannister,1538,Solene,Bernard
1765,Laura,Lannister,1114,Simona,Halippa
1765,Laura,Lannister,2733,Aneta,Frey
1765,Laura,Lannister,0279,Miriam,Baumann
1213,Nicusor,Botescu,2221,Irene,Benedetti
1213,Nicusor,Botescu,1294,Nicodim,Ivanescu
1852,Marion,Clement,1860,Romane,Lannister
3792,August,Liljegren,0057,Anton,Kraus
0728,Alena,Surka,3039,Liisa,Heikkinen
0728,Alena,Surka,4799,Huib van den,Brink
0728,Alena,Surka,3905,Edvin,Thorsell
0913,Zelmira,Koza,1620,Mathieu,Roche
4010,Emma,Karu,2669,Michal,Sikora
2006,Arianna,Stark,4658,Bas,Vos
2006,Arianna,Stark,3939,Carl,Johansson
2006,Arianna,Stark,0718,Valeria,Bolton
2006,Arianna,Stark,3823,Frida,Carlstedt
2006,Arianna,Stark,1274,Lili,Serb
2006,Arianna,Stark,1201,Amedeu,Calinescu
2006,Arianna,Stark,1307,Eleonora,Pogor
2006,Arianna,Stark,4861,Niek,Kramer
2006,Arianna,Stark,2776,Klaudiusz,Lannister
0155,Ulrike,Kruger,1515,Leonard,Lecomte
2184,Davide,Palumbo,1148,Eleonora,Piturca
4189,Kristiina,Moroz,4629,Willemijn,Verhoeven
2016,Valeria,Negri,1234,Zamfir,Petrascu
4341,Darja,Dimitriev,3130,Kalle,Vatanen
2054,Debora,Bolton,3867,Gustav,Nordin
3684,Anna,Bagge,2692,Aneta,Dudek
2689,Bartek,Tyrell,4637,Emiel,Koster
1623,Clara,Baratheon,1189,Astrid,Arnautu
1623,Clara,Baratheon,0988,Drahoslav,Martell
0456,Linda,Franke,3711,Johanna,Greyjoy
2063,Valeria,Arryn,2772,Kamila,Bolton
2063,Valeria,Arryn,1719,Adrien,Baratheon
2356,Davide,Morelli,1869,Maceo,Francois
2356,Davide,Morelli,4363,Raido,Sergejev
4771,Floor,Mol,3216,Mikael,Frey
4771,Floor,Mol,4132,Rain,Kozlov
1513,Lorenzo,Dupont,0377,Maila,Bergmann
3494,Jyri,Vatanen,3963,Anton,Hallgren
0908,Tomas,Bukovsky,1849,Florian,Greyjoy
3101,Mikael,Yrjola,2638,Bogdan,Dudek
0492,Nico,Schmidt,3771,Johanna,Baratheon
1842,Mathilde,Pelletier,4044,Sander,Aleksandrov
1842,Mathilde,Pelletier,3489,Ismo,Nurmi
1232,Gina,Camataru,4693,Jasmijn van,Doorn
0992,Bozena,Lannister,3701,Carl,Ahlgren
0992,Bozena,Lannister,0536,Valentin,Stefanik
2778,Gabriel,Bak,3280,Urho,Nurmi
0262,Lea,Martell,2824,Mariusz,Wieczorek
1770,Jasmine,Leblanc,1828,Alexia,Stark
4014,Linda,Pavlov,3665,Gustav,Johansson
2333,Lorenzo,Damico,4640,Carlijn,Groen
0220,Dieter,Martell,3038,Mikael,Lahteenmaki
0220,Dieter,Martell,0694,Marta,Barbora
0220,Dieter,Martell,4937,Ernst van den,Bolton
1442,Aurica,Slaivici,4454,Sebastian,Kangur
3526,Andreas,Bagge,2622,Izydor,Zajac
3526,Andreas,Bagge,0211,Maria,Baumann
1147,Atena,Frey,3749,Tova,Martell
0712,Libusa,Mokros,2671,Wladyslaw,Pawlak
0638,Milada,Klizan,2960,Malwina,Frey
3545,Fredrik,Ekman,2912,Iwo,Kaczmarek
3122,Kalle,Lannister,3487,Ella,Uusimaki
3122,Kalle,Lannister,4375,Markus,Greyjoy
2499,Antonio,Pellegrin,2290,Alessia,Russo
2063,Valeria,Arryn,0015,Vanessa,Fuchs
1720,Lisa,Carlier,3234,Ossi,Kivela
0139,Milena,Lang,4972,Mark van,Loon
0883,Stefan,Visnovsky,2528,Slawomir,Duda
2930,Zaneta,Martell,1496,Florenta,Nicoara
2930,Zaneta,Martell,3738,Wilma,Ekman
2930,Zaneta,Martell,3602,Johan,Wisell
2930,Zaneta,Martell,4616,Yasmijn de,Targaryen
2930,Zaneta,Martell,4956,Eelco,Willemsen
2930,Zaneta,Martell,4106,Arina,Zaitsev
3380,Kai,Jokinen,0893,Daniela,Madej
2628,Anita,Kaczmarek,2412,Noemi,Pagano
2267,Ilaria,Giuliani,4358,Eliise,Popov
0271,Emilia,Weber,3421,Juha,Nurmi
3777,Ella,Stark,2332,Anna,Rizzo
3777,Ella,Stark,1132,Felix,Tyrell
3777,Ella,Stark,0019,Melissa,Brandt
3777,Ella,Stark,0607,Radomir,Fabian
4143,Anastasia,Lannister,2207,Luca,Targaryen
4143,Anastasia,Lannister,4839,Willem,Schouten
4143,Anastasia,Lannister,3898,Tuva,Martell
2699,Cezary,Lannister,0221,Mathilda,Schumacher
4325,Elisabeth,Poder,2717,Patrycja,Duda
4784,Twan de,Vos,3476,Ville,Hayha
4968,Victor,Frey,0107,Jana,Kuhn
0171,Johann,Huber,3751,Elsa,Blomberg
2476,Monica,Sartori,1573,Ines,Francois
2087,Stefano,Grassi,1634,Sara,Lemoine
3748,Ebba,Ohlin,4798,Chris van,Dijk
3089,Liisa,Kosunen,4380,Ott,Frey
2447,Christian,Frey,2677,Sebastian,Wilk
0544,Urban,Cesnak,3071,Anna,Kosunen
3725,Maja,Frey,4805,Elise,Bosman
1713,Nicolas,Targaryen,2517,Horacy,Tyrell
1713,Nicolas,Targaryen,0205,Malte,Frey
1713,Nicolas,Targaryen,4641,Floor van der,Lannister
1713,Nicolas,Targaryen,2174,Roberto,Costantino
2337,Nicolo,Moro,4947,Elise van,Leeuwen
2337,Nicolo,Moro,3272,Erkki,Uusimaki
3113,Pekka,Martell,2937,Adela,Stark
3130,Kalle,Vatanen,1565,Amelie Le,gall
2874,Wojciech,Stark,1199,Anuta,Tyrell
2874,Wojciech,Stark,4664,Bas van der,Frey
2874,Wojciech,Stark,3527,Victoria,Frey
1561,Bruno,Antoine,3522,Anton,Hallgren
1902,Gaspard,Breton,0624,Pavol,Mamojka
0666,Bohumil,Kozak,2595,Adela,Lannister
4335,Madis,Baratheon,4694,Petra de,Targaryen
4335,Madis,Baratheon,4078,Artur,Uibo
4335,Madis,Baratheon,0342,Liam,Schafer
4335,Madis,Baratheon,2354,Noemi,Bolton
4335,Madis,Baratheon,0839,Milada,Bolton
4335,Madis,Baratheon,2313,Beatrice,Bolton
4335,Madis,Baratheon,4766,Eefke,Bakker
3407,Emma,Siren,1759,Pierre,Tyrell
3587,Henrik,Wigren,0144,Bennet,Schroder
1745,Francoise,Dupuis,3299,Kaarina,Uusimaki
4855,Paul,Maas,3167,Johannes,Jokinen
0373,Jana,Tyrell,4391,Madis,Stepanov
1183,Florea,Cioran,1256,Nicolae,Lupescu
1117,Petrut,Velescu,2537,Adela,Marciniak
1853,Amandine,Baratheon,1348,Malvina,Ciorioianu
4053,Kristiina,Stark,3960,Fredrik,Liljegren
1096,Viviana,Martell,3810,Tilda,Nordin
1096,Viviana,Martell,4896,Ivo de,Targaryen
1096,Viviana,Martell,0580,Nina,Valachovic
1096,Viviana,Martell,3251,Jaakko,Vaananen
1096,Viviana,Martell,4564,Jaap van der,Linden
1096,Viviana,Martell,3908,Emanuel,Martell
1322,Ozana,Lannister,3969,Elin,Tyrell
1322,Ozana,Lannister,2350,Claudia,Lannister
1322,Ozana,Lannister,3650,Andreas,Greyjoy
0324,Clara,Martell,4919,Veerle de,Frey
0324,Clara,Martell,1751,Lily,Lambert
3977,Edvin,Hallgren,2022,Tommaso,Fabbri
3977,Edvin,Hallgren,0012,Alina,Herrmann
0072,Leni,Doring,0708,Nora,Fedor
3194,Ismo,Makela,2969,Iwona,Lis
3194,Ismo,Makela,2607,Horacy,Wieczorek
4987,Neeltje,Koning,0151,Milan,Winkler
2001,Sara,Sorrentino,3362,Kalevi,Laine
4550,Renske,Hendriks,2986,Martyna,Mazur
4550,Renske,Hendriks,4410,Lisandra,Nomm
1437,Anca,Gheorghe,1239,Benone,Toderas
3981,Casper,Blomberg,0906,Linda,Hus
3206,Tuomas,Lannister,2447,Christian,Frey
3395,Tuomas,Seppala,4727,Petra van der,Veen
0408,Theresa,Schuster,0886,Koloman,Baratheon
3408,Teemu,Heikkinen,3627,Kalle,Carlstedt
0737,Alojza,Baca,1585,Anaelle,Aubry
0039,Julian,Richter,3326,Maria,Makinen
0039,Julian,Richter,4552,Camiel,Bakker
2284,Giada,Lannister,4582,Jaap,Kok
2284,Giada,Lannister,0223,Melissa,Schafer
0554,Barbora,Martell,1449,Filofteia,Tyrell
0554,Barbora,Martell,0555,Prokop,Dzurjanin
1960,Martin,Lannister,2179,Roberta,Gentile
1610,Justine,Marchand,4175,Maria,Lannister
2826,Celina,Lannister,3264,Antero,Kosunen
3660,Kalle,Wisell,4050,Mari,Kangur
0723,Estera,Miklos,3766,Frida,Strand
0723,Estera,Miklos,3945,Kajsa,Nordin
2404,Giorgia,Barone,3818,Ella,Ahlgren
4790,Ineke de,Bruijn,3375,Anna,Virtanen
2924,Zofia,Stark,3075,Urho,Lannister
2924,Zofia,Stark,4426,Robert,Kask
2924,Zofia,Stark,0789,Juliana,Antal
2924,Zofia,Stark,3327,Tarja,Kivela
2981,Lidia,Frey,3788,Ebba,Johansson
2947,Olaf,Janik,2366,Giulia,Serra
2848,Ksawery,Szulc,4226,Rain,Kuusik
2821,Leon,Sobczak,1008,Madalin,Puiu
4471,Kevin,Jurgenson,0470,Jan,Bauer
3853,Joakim,Greyjoy,0675,Zaneta,Vasko
4228,Kristiina,Jarv,4910,Leentje van der,Baratheon
3590,Arvid,Liljegren,4669,Sjors de,Baratheon
1032,Augustin,Stavarache,3663,Gustav,Tyrell
4278,Daniil,Pavlov,0596,Rozalia,Adam
4278,Daniil,Pavlov,2794,Helena,Mazurek
0930,Radoslav,Pavka,0888,Denisa,Babka
0577,Drahomir,Puska,4762,Paul,Tyrell
3706,Emanuel,Zetterberg,4533,Floor,Smits
0408,Theresa,Schuster,1149,Cecilia,Andries
3619,Elsa,Hallgren,2946,Kazimierz,Koziol
3619,Elsa,Hallgren,0006,Jayden,Sommer
4150,Viktoria,Jakovlev,2684,Wladyslaw,Kubiak
2981,Lidia,Frey,1098,Alina,Eiade
3207,Urho,Makela,4445,Kevin,Makarov
0553,Ludovit,Richtar,1897,Leon,Moreau
4318,Anastasia,Saks,3403,Pekka,Nurmi
4318,Anastasia,Saks,4734,Mark,Lannister
3124,Pekka,Vaananen,3858,Elin,Lundin
4915,Elise,Verbeek,1104,Emanuela,Caranica
4915,Elise,Verbeek,4642,Laurens,Hendriks
1677,Elsa,Bourgeois,1975,Maryam,Morel
0749,Rozalia,Kovacik,2686,Eugeniusz,Wrobel
3593,Edvin,Johansson,3411,Annikki,Heikkinen
0603,Jaromir,Pavuk,1645,Malik,Humbert
3368,Vaino,Virtanen,4895,Saar,Huisman
3368,Vaino,Virtanen,0884,Jolana,Brusko
3950,Kalle,Baratheon,4701,Ineke van der,Meer
3950,Kalle,Baratheon,1155,Aurelia,Frey
4476,Eliise,Toom,3305,Verneri,Lannister
2313,Beatrice,Bolton,2057,Ilaria,Sanna
4796,Thea,Targaryen,4578,Heleen,Martell
4796,Thea,Targaryen,3503,Fredrik,Liljegren
4796,Thea,Targaryen,0783,Paulina,Tyrell
4796,Thea,Targaryen,1925,Ambre,Greyjoy
4796,Thea,Targaryen,1382,Achim,Gutu
4796,Thea,Targaryen,4304,Sander,Orav
4796,Thea,Targaryen,1967,Timeo,Gay
4796,Thea,Targaryen,3636,Tova,Lannister
4796,Thea,Targaryen,3002,Ville,Martell
4796,Thea,Targaryen,2611,Ilona,Szymczak
4796,Thea,Targaryen,2261,Federica,Sorrentino
4796,Thea,Targaryen,4033,Maarja,Allik
4796,Thea,Targaryen,2559,Celina,Kubiak
4796,Thea,Targaryen,0609,Milos,Sokol
4796,Thea,Targaryen,2594,Dawid,Kubiak
4796,Thea,Targaryen,2369,Daniele,Lannister
4796,Thea,Targaryen,0161,Ann-Julie,Fischer
1812,Lea,Bouvier,2316,Davide,Santoro
2013,Enrico,Costa,4266,Maksim,Sild
3585,Astrid,Carlstedt,1517,Romeo,Gaillard
2715,Krystyna,Krawczyk,0443,Melissa,Lannister
4566,Florus,Lannister,1083,Lentin,Baratheon
4566,Florus,Lannister,3359,Pekka,Tyrell
4566,Florus,Lannister,2205,Stefania,Ferri
4566,Florus,Lannister,4576,Jack,Jacobs
4566,Florus,Lannister,0661,Filip,Vesel
2660,Marta,Martell,2387,Veronica,Lombardi
2660,Marta,Martell,1381,Laurentiu,Lannister
2660,Marta,Martell,4976,Renske de,Jong
3492,Mika,Vaananen,2552,Dominik,Bak
1650,Florian,Payet,4060,Karl,Melnik
